Genes,actin_A1,actin_A2,actin_A3,control_C1,control_C2,control_C3,troponin_T1,troponin_T2,troponin_T3
ATP2A2,16.203686625925574,16.087127554029635,14.762900093559992,16.298537498477305,13.65919736838472,13.412323044729296,13.60836502541387,14.518306278254553,15.00068557891386
CD36,14.371764000181855,14.422081375570714,14.862065822456678,14.64999192655815,14.176345631367333,15.024503933919977,14.088704389095847,14.751664526884325,15.376390552920427
FAH,9.121176036940016,9.38349262408182,9.680039208599396,8.919630623826215,9.39312871058595,9.676893246302322,9.853683827727,9.535843010155679,NA
STMN1,11.64320232043086,13.431706523966024,13.141441412800779,11.063860174339785,10.7598632228841,11.408756520950448,12.81154528592569,13.235824272403457,13.085832640041634
YBX3,11.593087611328546,11.41880661381121,11.157820597213627,11.41407964081457,11.441035223670088,11.43600355269717,11.267225605889532,10.865899237908216,11.641252482167902
TMEM11,9.550639761172988,9.697829409384338,9.832323581903067,9.639328568200058,9.56755823047762,9.97735148397913,9.46044164213562,9.940854431615952,NA
GOT1,17.189683101883254,17.358240286241404,16.967441708475423,16.788244695243094,17.8713785406211,17.689640051829077,16.78159962791139,15.470692187422877,17.420200298416784
CKMT2,15.909404516085623,16.022225671096713,14.872245885758417,16.80308371594381,17.693005370323966,17.137798031914873,15.065948682041771,14.285575413657586,14.91546980120024
NDUFB7,11.08254825595981,10.429565033790066,11.331066693754636,11.330860781030584,11.708931733472065,11.621580303359888,10.714188473674714,11.457678417067081,10.228462709523264
PRKACA,14.586983363022462,14.394048624023466,14.63472017711204,13.815464488834934,13.982010620478547,14.042941813347129,14.445916339929866,14.5061605394051,14.44513187760431
CAPN2,11.936344532947171,12.097565190805579,12.908565253451712,11.465761150658118,11.382247518310727,11.82662395669847,12.420405063537878,12.984650818647916,11.929114131918928
DES,17.439857805788172,17.26383152915891,16.268098979081827,17.609214906942057,17.20120661208017,16.276691951762913,16.015562380376544,15.899156972550458,15.262113031775336
DDX5,NA,NA,NA,NA,6.69889909632121,NA,NA,NA,NA
PFKL,10.38593787598619,NA,8.119125595846295,5.912460654435373,6.499062952836996,9.14920346648835,10.43607645000716,12.201538900056514,NA
LGALS3,10.18929302506671,10.692188296111155,10.398615446679129,10.136273429850583,10.196712767831125,9.956894232859272,10.137990146319579,11.643833647488599,10.482969255331067
PSMC3,12.37567169664501,12.430061120048247,12.555856887466028,12.414701089511764,12.252754108559914,12.27198024813188,12.01507405712452,12.632862999724086,12.358642829587087
TCP1,12.65695319145222,12.571793602084156,12.943597219855302,12.110701962682798,12.188972829552391,12.540672777218287,12.682818049310969,13.277317612111545,12.530312326171718
RPL7,11.696163390776443,11.414727511965541,12.355026062811442,12.008841761975274,11.592427528431887,11.105869233216929,11.838908446383629,12.44290722073289,11.472945881480761
VCL,13.829199983755387,14.155642146942988,13.925164970908686,13.156148709616215,13.056525194502523,13.560925722138096,13.665053335025746,14.116955327657461,13.791092229828863
RPL17,11.197130669546409,11.132306928990198,11.200641176840184,11.316886770927958,11.07153082706092,11.00158412208535,11.144307257296285,11.636484150306238,11.594170621139885
PGAM1,9.277243285271037,10.218984156238085,9.481916456726857,8.61083291717661,9.623457213121167,9.269569785436117,9.730578144692673,9.981638630041843,9.231650804609503
RCC1,7.4508431699208115,6.388407478906147,7.121213123649781,7.248562990823393,7.3006179643437346,6.614131177924824,6.704207994954311,9.452235061852102,6.274453635033251
ATP5PF,14.542750125401724,14.887514326330894,13.705709768021865,15.10652975643018,15.251465227607206,15.637239017070387,14.433003652407677,13.635758293190921,14.539273152035403
TNNI1,18.409156371535822,19.000183820309545,15.176375034000657,18.236345930251435,15.094323969133248,13.944400944094168,15.018609613735956,15.012480506577663,15.01447044626851
CD58,9.25477161635056,9.611841847107435,9.477656665354058,9.129106107272307,8.858769616339,9.324846717885947,9.329630416835778,11.24530906749369,10.744395239012377
NCL,14.26686536420829,13.883570697753566,14.370901865234176,13.513284013191214,13.453283864851535,13.666268351720788,14.034807388002761,14.436876760848293,14.720966886968577
HK1,13.183413941561778,12.74704281398014,12.323698750646574,12.933122602915507,13.005877789938307,13.352045150514872,12.82390004148931,12.795923906122702,12.390362971268843
NDUFV2,13.97134596017288,13.794566142935334,13.031110726789443,14.612805159193133,14.636558977604597,14.31514736300712,13.632842839516606,12.817942968325125,12.76976554180853
TRIM21,NA,7.508888137307892,8.34645036711396,8.037975616828748,9.569318294210897,8.014283233040775,8.500602904065097,8.240214138699212,NA
ORM2,11.683152534345952,12.736449528478873,11.859135066833673,11.075575384954472,11.18870316519488,11.778526961794798,12.07363951028323,12.106441892925783,12.405005805123034
ITIH2,11.480552929426961,11.78959885005233,11.841352055457442,11.034218822028967,11.473162861378496,11.584788728158104,11.912639484757516,13.15018836938448,11.367799144956972
ITIH1,10.945431448531181,11.449251468150962,10.76249843781535,10.265193075588288,10.49204343936827,10.806814485791309,11.518723950988468,12.435115471888663,10.943468744583198
TYMP,10.33164470835841,10.170380188089055,9.966600807108797,9.924074640632632,9.77253232277738,10.080740669915462,10.059780549495589,9.998012107623412,10.326681352719007
ATP2B1,8.702214094900667,9.032972098255076,8.498198999793662,8.677293287805538,8.01684155360981,8.576480567630039,7.938409305007786,10.330143329718574,10.10063606016767
HLA-DPA1,8.82950466955202,7.846104633560015,9.65045778619738,9.088271279258397,8.952955971785666,8.888393185482304,8.849806849211003,9.190291290864922,9.333549470275363
EIF2S2,10.749626444356549,10.627977436849815,10.831307243802051,10.75100001697693,10.678262731597034,10.410631544627327,10.679304150357,11.019882573556218,10.708704806853659
ANXA7,11.65566487950689,11.57836537707824,11.950932195288246,10.848653828550335,11.297374350346127,11.54992902647316,11.959683229289373,11.838894492737918,12.263384131634481
TPSB2,10.966097038942362,12.308056924635636,11.478977949688302,10.751820186585565,11.488082198514139,11.377834946060567,11.105875779183553,12.130323488144992,11.27130597565836
RAB6A,10.577966905804516,10.583261447479153,10.227676104588557,10.488091858696261,10.586327699052472,10.530845224201034,10.561459798004611,10.837754064928863,10.5190071478334
PVALB,11.357502614807807,10.961630562578824,11.960794761905026,10.647053623553854,11.880681699371799,11.147408238321606,12.485562677240543,12.263296668617219,11.443962540679578
PSMB1,13.833168167745342,13.756893369916268,13.471160018591291,13.600386543591696,13.305543701983854,13.67134203006177,13.718575685375937,13.657906564481696,13.827911354797955
COX5A,15.649023030314332,15.657409650976088,14.500488452186122,15.800295122218568,16.095611292075368,16.076095322098755,15.458883129081372,14.232060034263164,14.84881891235506
LMNB1,11.203109369561295,11.038649671206677,11.777198260389742,10.541851261850638,10.162806704699097,11.138438206151932,11.128123242386684,13.230094010075375,11.708124234996134
OGN,12.922235021581722,13.980771092013681,13.395360377154372,11.941258524108843,12.069298709550395,11.95689520174235,13.89865871022801,15.83734407654562,15.352220003803218
CAPN3,11.524840409155463,11.436128517259249,11.763535491002484,11.43584212411584,11.318820192736723,11.53903493602153,11.514275163536091,11.781141037692333,11.606439959202213
CAST,11.327165253717867,11.90805897611774,11.416344161475998,10.930892537185283,10.909301182926189,10.928279933846323,11.389018211472893,12.105171502579783,11.269547501248628
C4BPB,8.033400975490824,10.5776931720177,9.704775154600865,9.106138405895937,9.282584391357984,10.033546891784301,10.171386776418927,11.557763814322072,10.584558564706912
NEB,19.612824925522112,17.888069816087445,18.154531596865517,19.89551815484583,19.52552994276936,18.30947834436746,17.83352767925049,15.36504808829082,17.824723452403198
AGA,11.074194994042873,9.96158136867867,10.62637525076052,9.43965014628404,9.083837883751311,10.246075499345022,9.864890292790477,10.654119444331197,11.116278973510667
PTMS,12.368813471479365,14.06208304260435,13.528259339350296,10.766048482390456,11.641582903533447,12.364672027124108,13.32068774579773,12.894656142691549,14.062686873469413
GSTM3,11.445216643471124,11.843139837875306,11.985835728839591,10.588976919928207,11.08258151885775,10.832669014992959,11.73499022303514,10.573316250638406,12.178688763970378
ATP6V1B2,10.824837930489128,11.385441822851774,11.300101547198885,10.937219316274868,11.070382618914484,11.002691095421204,11.428313059252261,11.681262355865496,11.309471576977142
CSRP1,9.610617977873675,11.499237728944893,10.385801358617687,9.037162550127377,10.209500432891781,9.622304106029926,10.766258435799905,11.291894838713418,11.33250655086127
FLNA,12.58434480861819,13.26882031842359,12.724641878107624,12.23040109700327,11.970464210532406,12.251612649445491,12.982971397162913,14.831878975259325,12.879305606830368
MAOA,11.483052522224181,12.338109593185669,11.887308863736994,11.16535298727485,10.45218975146631,11.613242827702798,11.450296957879925,12.442615171429427,10.982123703832436
ACO1,13.316041062533081,13.957732123855521,13.465324064745113,12.793310592680847,13.310329378981907,13.147890169545514,13.438350037532969,13.621624445520442,13.714699679967435
GPD1,15.85907340678318,15.93798882907932,16.176304400093635,15.499853143510311,15.99200263500197,16.28535162449024,16.138960170066184,14.977688063286303,15.845759689522174
VDAC1,14.984596966604801,14.170664566399793,13.85053848101081,15.596474143893518,15.396635183557414,14.535485072097547,13.7205311278009,13.79734742181544,13.10006644965787
BGN,11.011006591180106,11.824127400542531,10.998364770644898,9.433668478731043,9.636856593055446,9.977809387012188,11.1083088204809,13.838349592032982,11.22383881899455
RYR1,13.61921106682971,12.839894651528299,13.030626328221306,13.875317399608981,13.598097584849242,13.609928984594935,13.16329318318627,13.390446659128067,12.572447044897402
SDHB,16.848803635447364,16.438229502561686,15.350566308268196,17.707477959962148,17.833759793357263,17.404149810562586,15.823170930198934,15.643985506915394,15.014014305656207
CD9,11.769081593929052,11.773533462639646,11.864638850764424,11.993719992621749,11.698782788935334,11.813492262599766,11.43127135270882,14.030236056361794,11.912023224424551
BCKDHB,9.638115480638353,9.185655888018097,9.083382739128432,9.508343473327484,9.681074238411455,9.678704002361792,9.701370580313379,9.75421402956539,10.045800607680729
COMT,8.541287865974107,8.798875935847462,8.872123950818084,8.438746118004799,8.124490433688955,8.48941478955971,8.430389824430543,9.085670521480262,8.970752296269225
TGM2,10.920911717424202,10.590661895965264,11.132211637237964,10.39860775406346,9.955208932398115,10.559214551114449,10.372244763754793,12.47307151430745,11.05349151472465
MMUT,11.46031830338954,11.451736569323277,11.641909117730219,11.49844604049574,11.82381303717986,11.76386755594682,11.638439867139708,11.677094770017014,11.3002460459413
OSBP,11.235521946615265,11.53812586734006,11.758210720200557,11.110343427327376,11.19381041730122,11.255459425025574,11.47394027176022,11.561965690299406,11.679590056827315
PCMT1,15.52240740098878,15.689571507643006,15.644145516680755,14.743636895783428,15.072059444148133,15.51576291536687,15.649536268003407,14.817578128876447,16.002035989110315
FBL,8.359490422872723,7.6364433660624895,NA,8.097558127183675,7.1673160100088715,9.13211667377102,NA,NA,NA
GART,9.761923492810599,9.84199512639811,10.087678102147443,8.62781108874506,9.090199411953119,9.72431512721215,10.172000724649987,10.047696932648396,10.588574347740352
TNXB,10.034290009930075,10.252145022355908,9.885077911920732,8.56436673549693,8.549578324103994,9.870110375923453,10.07325384370845,11.837971059434134,11.7827320800126
PAICS,10.182183272424089,10.788498119354903,10.84224032979356,9.786439538689296,9.901657357244801,10.50683318377849,10.681440480366147,10.64138897043148,11.081163839419867
SCP2,10.188224105075966,10.324734566621881,10.48394699901866,10.29250569698204,10.504242986135756,10.45376132574495,10.461250449774212,10.744531142451915,10.010830361792046
UBA1,13.64401544866642,13.659740275054311,13.936377824222244,12.812292982416276,13.300746559742086,13.18255961424799,13.521858040838756,13.720071418665057,13.941520995749666
GPX3,11.756043812878504,11.399619729563714,11.87450482416419,10.446595642561526,10.57999909745881,10.47674437345065,12.408335048686402,12.7740539974855,11.352122756172932
NME2,14.92311273713673,15.843771565212734,15.083236236501332,14.297613965940556,15.486619530551053,15.213445022392648,14.231359630211678,15.078803725736051,15.67448550089086
FDXR,11.597470650974085,11.74971660151893,12.425188815614328,10.593736022538213,11.416846703633881,11.060439249624551,11.93220629816413,11.90029701202468,12.451285820891103
HNRNPA2B1,14.182885513845296,14.07238791326429,14.059378263030139,14.276684258768064,13.984417909894294,14.24228902098477,14.12341262907535,14.886323943184355,13.516477299000531
UQCRC2,14.466982723618532,14.363316058520919,13.094767211329412,15.337902035200782,15.446849219649511,14.897727371885892,14.195547972940016,13.0550298739675,12.885541597917403
CA4,10.737458618570459,10.828879741550097,10.62765243229189,10.928940240803033,10.176634438503461,11.271935678215943,10.226173493765236,10.822069318498453,11.312906313288273
FECH,10.181512574968846,10.45688280916714,10.260479847964536,10.453836487557654,10.404151664687278,10.311861836877604,10.236570186277858,10.342254744649019,10.255055381196097
MRC1,9.452241240430817,9.544251600127197,8.8481315267643,9.134992052554779,7.5436891990327135,9.477948454936428,9.173474770079462,9.056339662816603,9.433278631754622
AMPD1,14.134095984589077,13.445936124305527,14.176964572653603,14.210422421603637,13.804862060918609,14.204360954066729,14.05583057177774,13.49653073647304,12.773161360928613
FBLN1,10.96033504460508,11.866775887076237,11.077015957448472,9.254113537311296,9.095956057700775,10.451561892318221,11.17904289274249,11.844690074331613,11.487878397137042
ITGA6,8.731044044117686,8.702467082885372,9.092689333246161,8.55065060250772,8.532722153842068,8.77622903377508,8.557732438224622,11.065374169208464,10.389133681795826
SFPQ,9.295851647228945,8.744398517057192,9.075042893134956,9.18821050588641,8.301619164950523,8.548323089358956,8.753965485767402,10.724428584935824,10.289408347226228
PPIB,12.16039774875195,13.35803512679897,13.404050518005993,11.636264179016095,11.723150131568989,11.83247968120552,12.907358584914583,14.313157775642967,14.265847732178603
S100A1,13.882906371721354,14.38133581176697,12.449698065143352,13.282119766536454,14.24374567223647,14.50360135345156,12.317536151696785,12.095707638937087,12.998518234823383
HRC,12.603110681304543,12.620222116952682,12.435279586644082,12.759813300913061,12.510866605851021,12.755795760314603,12.205448109598688,12.650107080677648,11.768359994725568
ME2,10.936262495016233,10.587590019409253,10.95904561244225,11.202840094719273,11.165267122355704,10.843292973333583,10.76813468991941,11.002196183276803,10.852554627416183
WARS1,12.220449303164042,12.551899131761777,12.805542364358724,11.177362846007071,11.669313079155598,11.879364991019743,12.370030743969739,11.963339667823504,12.733614067969523
RPS3,11.164661848776085,10.878495633778233,11.822045637394734,11.33179038604867,10.947972918937236,10.702614259120223,11.265320962175032,12.159922667703352,11.706534869289609
GCSH,13.185742514434882,13.837869535086206,13.164300033413683,12.857752432199801,13.861416516400142,14.112250411770866,12.866046362005507,12.373001054366437,13.077439961862746
AHCY,12.6192811405883,12.775328312121736,13.048570313573018,11.766459553721647,12.441800198005907,12.206134899191813,12.874882896555304,12.884671460304315,12.860064538354539
CFL1,14.727170322236061,15.512774957714377,15.324400942125482,13.648654933186153,14.068594425102198,14.474006870116309,15.099138991958187,15.30664595955685,15.548765543127296
ATP2B4,9.30166972870196,9.038817305669557,8.924586879332008,8.977974058973471,8.753018266813058,9.030698966414569,8.756473186129224,11.064102772076193,10.348783471231943
CPT2,12.5450105166937,12.706741706337048,12.520539358477823,12.460679855849715,12.729783531434691,12.911826378890517,12.929975563712727,12.392738684039958,12.735463663766929
LAMA2,13.051486976452871,12.39802960104969,12.992104546002963,13.400666004069222,13.069829020831092,12.6627573730834,12.622073323779638,13.005693550357073,13.277097476448333
GPT,13.725226840899555,14.144611498979788,14.037264813371786,13.353353619025404,14.134845899988349,13.895333958997568,13.349817645433681,12.118149449124388,13.26567349595233
COX7A1,13.775075240442693,13.432215639041996,12.422682406054557,14.755591771174716,14.616312299430085,14.029709455330202,13.090919020584622,11.42777501091701,12.389762325006194
EEF1B2,10.972054490193477,10.833979368036164,10.752572993068863,10.855086484814233,10.984973782379416,11.429746712975254,10.66796306639716,10.713916448446328,10.72244308186699
ATP5PB,12.802314427933426,12.775860084002476,12.484578007333575,13.515170063031112,13.593557472837906,13.815344734854577,12.76383272510023,12.82174010613681,11.948362704955793
ACP1,13.059798564943923,13.368452370044725,13.269087605505113,12.466257574552875,12.41381243856317,13.023441230986977,13.057097979206585,13.356381161226897,13.1689346534701
ACAT1,16.448810330763777,16.87419038739538,16.493547159353952,16.734664780113192,17.349795188869678,17.3039365639702,16.56539316172662,15.2145776129056,16.904398308301985
MYL9,11.293109492678882,9.543923076288062,10.772850638853765,6.915473096943379,8.357446437704061,10.855141005051273,11.643757001081013,12.45835368684845,14.605525816902862
AZGP1,13.191157479951112,12.678615799500562,13.781298233732855,11.958962521542393,11.682257376077864,12.635387723092581,12.91068917367371,13.698631093360142,13.268266490537094
MPST,13.329207706190491,13.888806735961843,13.60116881420236,12.426989609878387,13.115071876531907,13.068375234250178,13.763908660212104,13.313265695057797,13.766884300126822
RPS12,14.49627928211767,14.232291457194192,14.430380676480901,14.266887958089864,14.32615691009606,14.439182384658396,13.923932021203068,14.50424218504405,14.287150862299967
DNAJB1,10.04017842968049,10.919460197526199,10.445681451320478,9.781526925304812,9.983007830503727,10.03548624617524,10.625083872914525,11.055621374781708,10.38404980679516
ATP5F1A,18.092732207834374,18.11233137230107,17.30135668859196,18.643841810230757,18.80037387081751,18.579617732301394,17.916303682996578,17.3394518786046,17.66791687077785
PSMA1,12.245814439905182,12.142755362614848,12.203696703911715,11.991370341368148,11.99082737297934,11.992354263198362,12.153255569505697,12.159466659808075,12.007566353901577
PSMA2,8.695764792347019,8.336908182336177,8.54134446649478,8.712437581527974,8.293362676128314,8.705075935388129,8.991919567845436,9.68914013378617,10.131934108013473
PSMA3,12.702611536738196,12.735576516785816,12.706262888716873,12.091977647834845,11.669016400577338,12.40367984952973,12.500689989554825,12.563157391694546,12.776916445811693
PSMA4,12.656238702745618,12.34487564384889,12.799378489447205,12.33971253392329,11.93901461058728,12.460975439182,12.712316341267359,12.858472359267248,12.260552052308645
COL5A3,10.516148863824132,10.72580639850711,10.756418792507848,10.87533468016477,10.861016940650215,9.935553916525382,10.628177433594377,11.826985360715122,11.908415204000935
MSN,12.477245872767465,12.577814279719657,12.545010300878314,11.789324234116616,11.875107295511942,12.046421484102732,12.36702153323231,12.65713552781346,12.923438733954814
DDX6,10.918531139162136,10.458160503539435,10.182711319752766,9.875548149836206,9.809982494207523,10.11211001947824,10.01125261630741,10.023416266635051,10.872395312184018
U2AF2,8.489035926820584,8.21296322486299,8.484634866102795,8.278700339890689,7.777955101623762,8.281217119326538,8.47520245391166,9.145535500721802,9.90605779949627
IVD,11.262588190908058,11.54581396282903,11.173027465006037,10.888355129992346,11.117169050796027,11.38528002951077,11.206526015877428,11.437694862662084,10.952697572608942
S100A4,11.981617225970686,13.913038985630115,12.266318057157454,11.109197296183403,11.733324679637851,11.850526561054984,11.951000519772109,12.284355654247065,12.72582310783634
HMGB2,8.973154908566523,10.118266273368496,9.412381426785382,8.609856638685907,8.517518368034548,8.644335806144017,8.907843060981042,10.314007313848572,9.92955447280358
PTBP1,NA,NA,NA,NA,8.036838473044828,8.068482723589613,NA,NA,NA
TARS1,8.747545169010985,8.78523335719462,8.506549580458767,8.263959275082387,8.239464873889823,8.720121106566797,6.313603215625804,8.992502205410059,9.155951571360887
VARS1,10.784773874094775,10.299295326005126,10.791846625584618,10.651993442066683,10.374805370755851,10.64887224105224,10.724216546330656,11.056847669535983,10.746564705417237
EEF1G,14.976548320481786,14.574868578596782,14.802484846763017,14.908837493384937,14.783545547368426,15.048707982556625,14.667086785006518,14.544830472751766,15.158256699506122
PLN,10.952457338796025,10.380787057209991,10.341830122691173,10.84971784645969,10.095362266261525,10.814794706533792,10.6122260563797,10.655640454594533,NA
FKBP2,11.839833648417313,12.621878238466177,12.601985097938723,11.261468031300163,11.860613686471314,11.993830011364054,12.585671463705703,12.819424701777551,12.90635372062723
STOM,8.446640013818488,8.194978411732583,8.724058137355282,8.603963799729453,8.239832396337345,8.985816068425692,9.793163279806855,10.768164191845521,8.776449450930231
AK4,10.479537773896435,10.39765014081964,10.705190469098302,10.211730148985325,11.195725202207853,10.793856846146424,10.967413609662941,10.839896619327643,10.382245742330012
MAOB,13.148970423959764,12.535188962894846,12.722899297314232,13.301210371298426,12.858429194050832,13.115385648796384,13.33753828123217,12.765174193303267,11.857798314739638
YWHAQ,9.662071950166737,10.306017529486848,9.947308185171785,9.06781347217233,9.184791216477926,9.518385637312965,9.664557504727581,10.441802984419912,9.975476084169369
MAPK3,11.38263146531334,12.145784368350867,11.327575098304024,10.15745003320465,10.633444817858143,11.17790533793766,11.389424119055313,11.463463067646792,12.250912626895726
CALML3,9.70658925925176,9.380517343167671,9.815190892349767,8.707345326320656,7.3693181583212475,10.178802171385662,9.578525103085092,8.789667312216778,9.741836039910865
RPL10,13.164704269084229,12.873577018589025,12.865147491981322,13.227809954201192,13.055754563046536,12.584255538459082,12.875998864641748,13.216709460955931,13.012998453556994
APEX1,10.141329529241503,10.37005999797104,10.20601311842311,9.359272975031274,9.876000581065766,9.61595326456406,10.236851334153128,10.52968796990702,11.041427909679268
CALR,11.890844954345678,12.088292350025625,11.629505677188675,11.642683523593828,11.894115435399259,12.298240305198004,11.85749140925682,12.292685164009775,11.827418198243524
MAP4,15.030009936938944,15.269423696489657,15.193894829601646,14.489697339837342,14.231380341710683,14.464908026907962,14.414169009490372,14.650771289428636,15.279966855902583
CANX,12.015223377269704,11.893222085506078,11.522572760501262,11.992017775821843,11.651849976864266,12.038689921271205,11.655331936442696,12.03340579371726,11.252783681295927
PSMA5,13.45300777886922,13.516311384327071,13.368204350172997,13.029698165329467,12.703037197035314,13.379898137335006,13.410244447228916,13.343339051133448,13.221984868927517
PSMB4,8.341950177385769,7.863765039156152,8.337349838018145,7.901041852407915,7.488160611197138,9.028953090478321,8.79198666450392,10.80886767035112,8.048208934295358
PSMB6,11.958847588454603,11.69446647464445,12.075712167820651,11.725685194857498,11.445399521321736,12.03631336919892,11.97724515102939,11.643071510992359,11.703636474971312
PSMB5,9.211318889378457,8.821129770885051,8.878545372127967,9.219683729667622,8.732727092946586,9.323282239985222,8.874886382882012,9.346351947231256,8.736675912331759
GSTM2,15.439560433899691,15.25303365295047,15.937642050313823,14.72485261626098,14.72976966184821,15.249295217679258,15.48688749846778,15.178812536832872,15.60603793772894
TMOD1,11.95071626858286,11.799463768487746,11.9580256260977,11.674271728964518,11.304094591519151,11.479231575209717,11.499799577028606,12.249967426605775,12.012483092005473
NDUFS1,14.206262344874107,14.045710021994875,13.715975269873589,14.42176821178963,14.46585476949467,14.420818052074246,14.002673370470996,13.605398468527085,13.492048571769761
MAPK1,13.78187925392047,14.125923503454302,14.077575149667204,13.103875453308751,13.145782331612907,13.572768988273953,13.788997186450906,13.965809361872733,14.700875107198776
LAP3,12.53311311709285,12.857823580426976,12.790737441155398,12.142860126274325,12.460260828642983,12.284679534360391,12.555185854243275,12.445622678618008,12.914504225408194
CD34,10.966620805218286,11.596024685151015,11.337917653909368,11.001633377995075,10.701321899250967,10.941251279992294,11.360167319034165,11.90797036704027,12.012879397132078
CD38,8.503882089289817,8.428908669441872,8.74162402914228,8.329894980663111,7.965182131061524,9.25562106156137,NA,8.0527745234545,8.428795637555435
TPP2,11.509205928010951,11.397582591063543,11.607737170360984,11.298527465971798,11.260666716537864,11.74416830577043,11.827337527959031,11.74873462130298,11.458703939783078
IMPA1,11.612108256527574,12.423772486429716,12.754775050275365,10.945776607211531,11.480266838233405,11.858840686275146,12.148397136431354,11.641401286233247,12.259623152888706
TKT,13.502396742554078,14.478253545832906,13.87097639833411,12.150390005976028,11.634302841662514,12.401439545658862,13.862832521114285,13.915448836233963,13.697044835041673
NOS1,9.872637946804808,9.899232397611055,9.928557136238567,9.87997221988477,10.352960929117566,10.294195591723492,10.044926834503233,9.688839250291718,9.036011471999869
LMOD1,10.667223448453605,10.463298052896702,9.998820356980568,10.406778360082702,9.685701921555152,10.045513959186671,9.980325099728347,10.959791941498882,10.335884292935674
PML,9.817586197433267,10.387804446627676,10.6079867755783,10.071930032492173,9.909425106783436,9.896016683722927,9.504961959272277,11.797402141631398,11.140184147671519
SERPINA4,11.796583154162246,12.367759249645252,11.676093712121986,11.022541203454827,11.239612225461851,11.563677545933341,12.282384686847863,12.49694998668801,11.539328472927277
EEF1D,12.554197969498617,12.224103367133395,12.502969854543867,12.517610845697773,12.440485237262164,12.886428210541878,12.299645912919063,12.522499827393329,12.089035658607537
ALDH4A1,14.027919895703755,14.240217060835915,14.322162920124693,13.426828197412204,14.299663874963418,14.403493990807004,13.995705166337661,13.206601780815966,14.290465888324952
ERP29,12.917071537793724,13.856923889995294,13.28070843368868,12.90628246079592,13.333182216860013,13.432016841100616,12.853831950368887,13.443758234112163,13.628888802754972
PRDX6,16.877883276465628,16.976463492368012,16.939582361129283,16.247269281829624,16.617620767455264,16.782322854654574,16.98658254218,16.689387958305744,17.115750268094246
BLVRB,12.382618835854775,12.544903034009256,12.216108433522255,11.714101537422254,11.701124858192161,12.127815664091376,12.871096670780746,13.997520872071695,12.216715549157586
PRDX5,16.478054950299384,17.218567047738162,16.90318320881124,16.22649058524895,17.022275545945856,16.90647695091107,16.585842130563524,16.35046918388,17.201711583052063
DDT,12.20296909758494,12.531301037774188,12.303683728238916,11.673295823556181,12.341785655454057,12.272387760455974,12.476022143709699,12.460046466671708,11.744663531078231
PRDX3,16.782695134328932,16.78625762689096,16.433588458343173,17.116914540860773,17.073236951566024,17.189296115213928,16.828886080235712,15.974906742614582,16.25934376861669
ATP5F1D,11.49714328575105,11.746400950077248,11.016159783427028,12.446982461396738,12.553458700005223,12.452032698774051,11.703743553429861,11.128851432004984,11.17665814240414
RPL12,10.8914723512203,10.505513855729408,10.910527918450697,10.727690761950955,10.670257904087668,10.893272529650826,10.530923234598738,11.966811838855994,11.040844497052891
ECHS1,15.025347202392322,15.190688134452198,14.876483372819006,15.251537971295487,15.87296008088019,15.540949763177647,15.158692388208394,14.759325871542172,15.124138302564237
CMPK1,11.307213408961605,11.667000629521379,11.42254085036124,9.971902746045467,10.82218839836734,11.307725218897511,11.093186971557902,11.60134831584606,10.985279830924139
PEBP1,16.67828695989433,16.99786306120484,16.868062472660576,16.122465522613474,16.54959779787611,16.74061309599282,16.35757713500042,15.185489584340065,16.18755238914417
PDIA3,12.145532935372685,13.36524988725061,13.001219227630571,11.897984568333804,12.002258777649477,12.314069469790535,12.630540006605738,13.440103505772429,13.560625993346765
PPP2R1A,15.135580581550148,15.349728134137159,15.386209419789541,14.524362771430521,14.737583298782376,14.833379332247157,14.822179410326054,14.74191459904689,15.124659865878838
PPIF,12.655465876446916,12.894215546091523,12.75639382120192,13.176441578342263,14.127945972477223,13.86948781552426,13.056101237961052,12.65815791634743,13.332136242723207
NMT1,NA,NA,NA,7.763158531955879,7.0676172070680545,NA,7.718628767152151,NA,NA
HMOX2,9.800456672155152,9.578948144907748,9.689000315569663,9.735327543848976,9.844980313199212,9.829114485736575,10.146559990248825,10.200126182599583,9.53026196282596
ADSS2,9.967125098332264,10.505761941820314,9.643453758854523,8.622224869918979,9.04495689569734,9.567109978487714,10.126097845619034,10.778384211544076,10.265663991469257
LRPAP1,9.683638562901404,9.299676614977582,9.451136914179413,9.343187337407436,9.768159507561625,9.517372158402857,9.426530153569558,9.240749848115392,8.822172461476178
ADSL,13.273748145785591,13.054983473538861,13.787837393642018,13.102168750857022,13.333984127622859,13.478744344288684,13.781072785411935,13.082497205145659,13.572211481281624
CLIP1,13.314811048107465,13.16057385061848,13.25373762068163,12.80005638084838,12.493585031617293,12.891787499779213,12.74053745499998,12.559874029466664,13.11334497962213
SRI,12.518157039241917,13.187642009938745,12.719224091018637,11.499955479919509,12.011015358338813,12.23786878398398,12.779105792072576,13.577019518225644,13.146600494865872
GSTT1,9.91167061231528,10.383380297628758,9.805137651690387,9.606431308244312,10.153133982239291,10.07485059120151,10.557406260704864,10.48695894043504,9.955022133241622
SERPINB1,10.310417682183626,10.66086944814133,10.887487192350536,9.737198322679777,9.960691437213145,10.081763028866636,10.894923839925829,10.780139377497093,10.907308204460605
ALDH1B1,11.376537839053311,12.164952524604903,11.197474733029305,11.826256226051708,12.706817588385833,12.050259674795932,11.907158923516304,11.379432521274113,12.679577816361398
