,Gene_name,C2_266,A3_154,T3_41,T3_46,C1_214,C3_111,T2_178,A1_51,C2_257,T1_141,A1_71,C2_258,T3_48,T3_33,A3_156,A2_19,T3_39,C2_247,T3_34,T3_32,T2_179,T2_180,T2_197,T1_134,C3_119,C2_262,A1_77,T3_42,A2_4,C3_110,T1_123,C3_87,C3_99,C3_104,T1_139,C2_249,T1_130,A3_157,A1_52,T2_187,C3_108,C2_243,C2_256,T2_193,T2_186,A2_13,C3_102,C3_84,C3_120,C1_210,T2_198,C3_116,T1_138,C2_241,A2_30,C3_112,T1_133,A1_74,A3_169,A3_166,C3_103,C2_251,T2_185,T1_124,C1_216,C1_236,A1_70,T1_127,C3_85,T1_131,A1_60,A3_155,C3_113,C1_208,A1_53,A2_21,C3_101,C3_86,T2_188,A1_66,C2_265,A2_29,T2_189,C2_239,T1_144,A3_176,C3_88,A1_54,T2_192,A3_149,C1_222,T1_145,A1_73,C3_107,A2_18,A2_25,A3_167,C2_261,A1_78,A3_153,A2_8,C1_205,C2_255,C1_234,C1_209,A1_59,A1_76,C1_231,A2_22,A2_6,C1_226,C2_238,C3_105,C1_218,A1_75,C1_206,A1_68,C3_117,T1_126,C1_201,T2_196,T2_194,A3_174,C1_229,A3_162,C1_224,C2_252,C1_203,A2_2,A1_55,A2_10,A1_67,C3_92,C1_207,A1_80,C2_240,C3_82,C1_228,A2_23,A2_12,T1_128,A2_26,T2_191,A1_69,C3_91,T1_143,A1_62,C1_230,C3_95,A1_61,C1_232,C2_254,T1_132,A3_158,C2_264,A3_151,A3_173,C2_268,C2_260,C1_202,T1_140,A3_175,A2_9,C2_242,T1_146,A1_56,A2_14,T1_136,T2_190,C1_211,C3_97,A1_58,A3_160,A2_24,A3_168,A3_150,C3_100,C3_118,A3_159,A2_5,C2_270,T2_199,T3_47,A1_63,A1_64,C1_235,A3_163,T2_183,C3_89,T3_31,C2_246,C3_122,T3_45,C2_263,C1_212,C3_96,A3_165,A3_161,A2_17,T1_137,A2_20,A2_3,C3_98,C3_90,T2_181,C1_220,C2_259,A2_7,C3_81,T3_44,T3_35,T3_43,A2_1,T3_36,A3_170,C1_227,T1_135,T2_184,C1_215,C1_219,C2_245,T2_200,C1_223,C2_248,C2_272,T2_182,C1_221,A1_57,C3_83,A2_15,A2_11,T1_142,A1_72,A3_171,T3_50,C2_271,T2_177,C2_269,C1_204,A2_16,T3_38,A3_164,C1_225,A3_147,A1_65,T3_40,C2_244,C3_93,C2_250,T3_37,C1_233,C3_94,A3_148,C3_121,C2_267,C3_109,C2_237,A2_28,T3_49,A2_27,A3_172,C3_106,C3_115,C1_217,C3_114,T2_195,A1_79,T1_129,C2_253,T1_125,A3_152,C1_213
1524,PSMD6,1394.15,1475.42,NA,1458.5,1234.54,1170.1,1197.52,1285.09,1603.44,NA,1569.27,1431.03,NA,3184.96,NA,1405.23,NA,1644.45,787.91,NA,1190.23,3325.61,NA,NA,740.769,731.24,618.338,NA,455.425,914.364,NA,782.366,1018.57,763.241,NA,1045.67,539.003,NA,1392.81,NA,1556.87,1330.35,1397.03,NA,NA,693.769,734.07,1483.34,1487.77,1546.58,1909.06,772.986,976.646,1236.06,1018.12,867.874,909.592,NA,1452.94,NA,2340.11,1281.04,1179.28,715.128,NA,867.387,NA,1167.11,NA,1707.5,1615.52,22644.9,NA,1067.46,1414.23,1475.81,NA,794.879,2148.58,NA,4936.23,773.895,NA,1092.97,1688.65,773.191,NA,592.21,1032.08,2717.75,791.403,1295.31,NA,NA,1537.86,912.342,439.15,NA,584.58,NA,1764.56,NA,799.844,NA,1685.34,1251.68,684.489,910.072,NA,1427.53,1313.81,1151.54,523.684,913.549,4250.81,1100.23,815.069,4452.2,NA,NA,1154.47,2009.51,1029.7,960.302,1030.37,1486.44,1344.42,1042.07,524.957,NA,1127.15,756.799,854.277,1934.27,1142.79,474.627,689.817,1122.12,960.526,817.933,956.58,1077.23,573.095,1370.87,1061.64,1128.95,1336.82,798.741,NA,786.702,NA,2889.13,NA,878.63,NA,887.974,1022.14,1616.55,766.968,1212.6,1373.87,827.937,1060.18,NA,961.203,1230.04,1293.54,1244.63,1296.38,1401.7,NA,633.54,1513.95,324.939,945.03,NA,860.93,1344.27,2171.69,1063.48,977.05,NA,NA,935.897,898.747,915.227,NA,NA,840.306,NA,1069.93,1666.26,NA,1133.05,1243.05,1296.49,NA,1068.17,1853.8,NA,912.578,769.747,1277.97,4183.36,NA,560.507,1585.05,1220.1,1411.35,1860.96,904.417,948.182,1502.21,1737.86,1931.1,597.22,NA,NA,576.392,1430.44,1238.9,NA,933.581,1223.72,1765.04,NA,1025.11,1359.66,1974.34,635.095,1102.23,NA,1610.55,1759.19,NA,693.283,NA,1345.5,436.232,609.863,NA,NA,674.516,NA,934.455,NA,1031.33,949.673,2547.38,NA,1208.49,1249.86,NA,991.285,982.136,1159.87,1536.58,1265.74,1733.19,711.128,1904.71,NA,714.546,1155.73,1318.15,NA,707.014,NA,1219.89,2511.8,946.85,615.248
1525,ABRAXAS2,734.699,NA,NA,NA,746.846,NA,NA,1915.24,723.011,NA,1630.8,724.386,NA,NA,NA,1076.32,NA,1052.62,NA,NA,NA,NA,NA,NA,1313.45,NA,805.047,6896.09,1229.45,NA,NA,1070.67,1332.45,NA,NA,833.755,NA,NA,1376.11,NA,NA,866.869,1054.63,NA,NA,NA,1376.89,1710.57,1744.77,1343.38,1206.27,650.757,1165.16,1450.05,790.637,694.215,969.404,NA,NA,NA,NA,455.469,924.222,1059.04,NA,NA,NA,774.689,NA,NA,855.005,NA,NA,798.895,1669.49,NA,838.956,1110.3,NA,NA,NA,1759.87,NA,1224.39,NA,NA,1164.22,NA,921.161,1726.99,NA,1224.91,NA,NA,852.463,1038.38,781.63,NA,786.297,NA,NA,NA,1054.06,2231.61,1256.85,1040.02,944.97,NA,NA,918.929,985.617,NA,NA,950.793,2512.04,NA,NA,NA,1154.46,NA,602.701,NA,1174.92,1147.22,728.758,1433.03,NA,761.865,984.478,NA,NA,1281.03,1235.54,736.497,1138.18,NA,1342.95,719.393,485.663,NA,893.786,1046.37,NA,896.66,1398.15,715.162,840.146,885.945,NA,628.909,1634.58,1892.22,NA,768.359,NA,1337.92,1130.28,1189.07,NA,1580.76,NA,1778.01,1331.04,NA,NA,848.819,1074.05,941.801,902.788,NA,NA,793.488,1133.88,1109.75,1515.58,NA,1143.45,1728.41,NA,NA,566.251,NA,NA,2221.95,1603.45,594.495,975.739,NA,NA,NA,862.63,933.259,NA,963.685,1209.24,1076.85,NA,NA,NA,NA,1702.87,1447.51,NA,NA,NA,796.617,800.293,870.934,924.739,NA,NA,NA,1115.28,1823.68,NA,818.96,918.654,1745.4,929.866,628.984,1118.67,NA,851.397,867.583,NA,NA,1540.59,1035.59,2370.04,NA,NA,1223.86,1131.58,NA,NA,1011.32,NA,276.064,858.831,1365.01,NA,1685.1,725.219,NA,1040.64,943.98,1164.23,1464.99,579.177,NA,1125.13,1897.5,NA,1323.07,801.152,NA,913.282,703.585,860.621,853.366,1442.51,NA,2546.14,1582.2,1730.79,NA,1269.25,NA,786.354,NA,NA,835.073
1526,SEPTIN2,538.014,554.346,NA,NA,NA,NA,3015.72,NA,624.066,NA,NA,737.934,NA,NA,NA,952.719,NA,649.316,NA,NA,NA,1898.02,NA,NA,NA,687.96,NA,NA,NA,632.026,NA,628.376,NA,NA,NA,708.723,NA,1803.15,NA,NA,1104.01,514.828,187.122,NA,2323.49,NA,434.763,NA,NA,NA,1025.63,287.143,NA,NA,NA,410.902,NA,NA,512.785,NA,NA,NA,726.91,391.132,NA,NA,NA,553.241,NA,NA,912.71,NA,NA,626.368,NA,NA,863.619,949.05,NA,NA,NA,NA,NA,NA,NA,823.39,NA,NA,NA,NA,NA,604.747,3918.06,NA,593.67,510.882,823.4,NA,NA,NA,NA,NA,900.474,NA,NA,990.558,419.377,636.216,NA,NA,870.653,NA,NA,415.179,NA,NA,NA,5824.3,NA,NA,468.972,NA,694.086,NA,658.471,NA,NA,738.977,576.181,NA,NA,572.462,509.602,435.008,NA,NA,684.279,343.921,NA,695.456,583.962,751.353,NA,NA,350.17,NA,653.12,1157.81,NA,469.13,NA,1818.11,NA,462.374,NA,826.118,234.852,355.937,NA,NA,713.315,560.574,283.494,NA,NA,408.716,575.96,865.263,713.449,NA,NA,NA,1674,NA,1656.57,NA,NA,NA,NA,556.997,338.193,NA,NA,NA,NA,336.288,NA,2458.85,NA,NA,518.866,697.392,NA,771.99,795.163,NA,NA,NA,1697.36,NA,537.893,NA,NA,NA,NA,NA,526.694,NA,NA,NA,NA,NA,NA,2049.18,NA,518.527,NA,2039.79,673.748,465.651,616.994,NA,312.345,NA,NA,1945.14,593.031,NA,NA,561.654,403.307,NA,708.31,NA,NA,992.008,1761.43,519.968,NA,949.509,NA,NA,555.076,4033.67,NA,NA,527.811,539.038,615.495,NA,683.77,NA,NA,NA,374.262,NA,433.973,627.751,1047.37,NA,NA,NA,NA,754.701,NA,NA,NA,NA,466.699,NA,NA,542.912
1527,SART3,3734.81,NA,NA,NA,3780.11,2826.3,NA,NA,2178.48,NA,1540.56,2695.29,NA,NA,NA,1061.09,NA,4882.13,NA,NA,NA,NA,NA,NA,NA,2290.42,2396.76,NA,NA,NA,NA,NA,NA,NA,NA,3527.26,NA,NA,4524.26,NA,1456.05,2708.6,2181.34,NA,NA,NA,663.005,NA,NA,2429.09,1595.68,3921.46,NA,2159.06,2539.95,1598.67,935.755,NA,2690.5,NA,NA,1916.25,2747.07,4930.99,NA,NA,NA,3305.35,NA,NA,1113.45,NA,NA,2188.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1110.91,NA,NA,NA,NA,NA,NA,NA,NA,4909.68,4165.58,NA,NA,3195.97,NA,NA,NA,1901.91,NA,1520.48,1038.22,3272.17,3001.64,NA,NA,3338.2,NA,NA,5291.19,NA,NA,2293.22,3662.13,2296.11,NA,3664.11,NA,751.391,2246.28,2550.33,1745.2,NA,4450.92,NA,NA,NA,NA,NA,3454.8,2196.18,NA,2836.12,3361.91,NA,NA,3957.51,NA,NA,3958.42,939.012,4080.95,1990.86,2196.35,NA,2443.47,2557.24,798.204,NA,4615.22,NA,2721.26,NA,2036.81,NA,NA,NA,689.802,NA,5370.12,NA,2391.03,3245.71,3179.45,NA,NA,NA,NA,NA,NA,NA,NA,4862.25,NA,NA,NA,2603.32,NA,NA,NA,NA,4724.26,NA,NA,2508.75,NA,3006.02,2319.22,NA,3211.06,1575.69,3172.67,NA,NA,NA,NA,1659.51,NA,1520.66,NA,NA,3798.15,3959.18,NA,3871.53,NA,NA,NA,NA,NA,NA,1685.3,NA,NA,6673.13,5501.66,NA,NA,4492.89,NA,NA,NA,4121.62,NA,NA,NA,NA,NA,4571.37,NA,NA,11152.1,NA,NA,2941.41,NA,NA,NA,5360.2,NA,5680.75,NA,2483.77,1062.19,1338.63,NA,3949,NA,NA,922.529,2450.63,2582.64,2290.87,NA,NA,NA,NA,NA,NA,4798.6,1497.7,NA,NA,NA,4058.62,NA,NA,4310.59
1528,EFTUD2,1147.64,NA,NA,NA,846.056,1666.33,NA,1816.06,1056.36,NA,1207.34,834.116,NA,NA,NA,1034.87,NA,979.743,NA,NA,1563.65,2487.96,NA,NA,1311.23,969.149,1318.51,NA,1430.2,838.081,NA,965.094,1465.51,933.499,NA,1222.01,NA,NA,1318.04,4479.27,861.046,1178.7,774.304,1408.17,6350.31,743.58,643.334,1374.13,1487.33,647.039,2833.54,673.171,1233.18,1223.68,917.463,866.911,NA,1141.42,654.45,NA,NA,557.967,725.348,1152.71,NA,1124.78,823.259,643.006,NA,935.462,1544.18,NA,NA,1381.85,1182.6,2584.72,732.086,604.979,NA,NA,NA,677.968,NA,953.119,1640.36,1315.76,416.073,1263.41,918.206,NA,782.248,711.598,6516.5,3532.25,866.373,1174.35,1047.67,NA,587.196,NA,2326.71,1542.24,1455.65,2255.36,1312.62,1229.35,1184.04,668.262,NA,1259.38,904.923,309.207,NA,538.207,NA,1630.17,829.715,831.003,2050.02,NA,921.584,NA,1812.41,953.662,1049.04,NA,NA,1234.8,973.741,NA,NA,754.197,498.506,1005.56,1249.95,NA,1558.85,1059.26,684.815,1363.95,663.064,913.263,NA,890.038,2220.88,865.222,1728.98,1258.4,NA,866.357,1777.21,1589.4,NA,874.678,NA,1042.46,578.433,932.979,734.083,2055.96,NA,1431.69,1567.57,447.441,1461.75,564.752,855.309,1407.11,868.703,1731.79,NA,1129.28,3963.35,1246.08,1060.35,NA,771.475,1442.72,1196.21,607.69,1234.39,NA,NA,1543.39,1327.19,1182.86,773.607,3792.76,1104.64,NA,822.413,1574.29,NA,899.69,1093.09,874.884,NA,NA,NA,412.359,815.29,1438.1,1756.69,1628.06,2329.33,696.338,657.665,NA,1280.22,3258.02,NA,545.516,1853.3,2835.96,983.552,1453.11,798.232,5850.64,820.991,1163.27,607.262,2130.22,877.686,550.746,NA,4873.18,840.222,1500.58,502.086,727.004,846.685,NA,2550.12,NA,NA,1175.01,4122.49,580.622,876.301,NA,NA,NA,995.759,NA,979.997,NA,750.487,1424.77,942.086,NA,370.15,1427.62,NA,1414.33,676.923,1171.36,896.158,680.932,1674.73,909.206,1441.01,NA,NA,673.103,1384.65,NA,956.073,NA,925.094,NA,NA,681.593
1529,KARS1,7033.6,10744.6,14800.7,15036.8,8010.3,7497.35,9267.36,11363.6,9382.61,10605.1,10761.7,7290.9,9333.54,7772.75,12138.4,13121.1,7876.62,6509.53,11050.3,13888,6492.49,12796.9,11428.7,6114.8,8744.15,7953.51,11255.8,18680.6,14198.5,10591.4,15304.1,9557.96,10397.8,10369.6,7108.97,7341.32,10747.1,9978.83,12966.9,12949.3,9765.02,7822.52,7547.29,12237.7,9873.38,15577.9,8095.49,12750.6,9312.78,11370.4,12915.2,4948.86,11223.3,9695.47,8337.24,5948.99,8083.58,8848.38,5365.15,8882.16,13422.1,7563.25,6842.02,6700.1,8092.91,10794.2,8643.95,6720.83,11210.3,13509.5,11075.8,NA,4400,8954.89,11132.9,12936.7,8157.67,9601.15,10189.1,4637.52,12042.2,7151.49,40017.6,9633.15,14232.9,6902.78,7684.57,9547.63,10420.1,9170.45,5750.79,8539.46,9439.4,4906.04,4621.61,8054.98,9491.6,8647.53,5985.38,11232,18166.8,7243.48,8042.8,7882.13,13660.4,10635.2,7304.23,7680.58,8892.12,11233,8752.15,11570.9,7305.05,4962.08,19249.4,10761.5,7161.41,8400.8,7406.7,15101.5,5820.02,8847.71,12059.1,7488.78,7743.96,18181.3,10454.1,5287.44,7082.78,8301.46,7146.71,7667.78,8409.18,8197.41,10261.8,18545.9,11646.3,6046.66,14223.8,11145.9,3752.65,6420.07,9207.27,8929.91,10251.2,5203.78,11636,8966.98,15137,8352.49,7791.28,9563.76,8389.93,6195.95,10628.1,7356.88,9569.09,11741.6,12859.6,13276.5,14454.1,11035,10840,3667.54,11503.5,6492.13,11659.3,10459.2,12664.6,15115.6,6433.25,19142.9,8460.39,9280.75,12958.5,20700.3,5845.6,7085.21,8684.81,6740.8,5460.29,9678.76,9130.73,10490.7,18533.9,7322.2,9471.3,7136.79,6283.68,8077.57,6194.14,8607.18,7922.35,5967.28,10088.4,6327.13,11135.9,9106.73,14846.6,11190.5,9784.8,10861.8,7798.62,11971.1,5848.21,6689.58,6010.97,10298.3,8534.19,11228.3,8621.14,9109.2,16089.1,13822.4,9979.77,9972.99,8967.26,8727.75,4043.39,4746.57,7972.44,9117.88,4144.67,9123.86,9287.59,5134.11,7244.84,10956.9,13849.3,9561.97,10395.9,15680.2,9820.58,8251.48,9934.77,3881,9868.42,11865.1,5265.09,7694.54,10349.1,6707.35,6479.76,20642.8,8962.15,11167.7,8001.27,10096.1,5674.29,15063,8973.89,8691.95,12304.2,9060.97,5008.66,6684.14,6877.1,11698,7224.9,10531.7,10903.8,7245.56,13748.8,9949.12,7431.42,12462.5,8944.96,10341.1,3668.23,6231.93,9696.79,5326.59
1530,RRS1,705.888,NA,NA,NA,401.443,527.728,NA,NA,699.797,NA,236.5,392.333,NA,NA,NA,NA,NA,520.903,NA,NA,NA,NA,NA,NA,NA,209.31,461.356,NA,152.588,NA,NA,208.661,NA,523.616,NA,333.858,NA,NA,188.311,NA,NA,440.26,180.419,NA,NA,NA,339.686,NA,NA,543.454,159.397,354.974,434.757,451.891,421.755,116.953,NA,NA,236.54,NA,NA,213.19,239.622,338.365,NA,NA,NA,247.289,NA,NA,427.792,NA,NA,569.307,NA,NA,NA,197.622,NA,NA,NA,343.427,NA,195.365,NA,NA,NA,NA,NA,NA,NA,285.386,NA,NA,394.747,611.341,293.607,NA,369.336,NA,NA,NA,385.97,588.919,NA,460.247,505.738,230.668,NA,NA,176.296,NA,NA,381.175,NA,NA,290.156,NA,NA,NA,759.122,NA,459.855,427.182,219.343,NA,NA,530.034,NA,NA,NA,NA,123.011,517.911,396.256,NA,NA,390.575,NA,NA,NA,NA,240.317,483.467,NA,316.433,270.762,607.803,NA,240.992,NA,NA,NA,281.089,NA,471.57,173.906,295.361,NA,NA,NA,NA,292.922,336.597,NA,NA,414.868,408.256,NA,NA,NA,NA,NA,525.11,286.044,NA,NA,NA,NA,NA,414.694,NA,NA,NA,NA,341.817,NA,792.598,465.679,NA,385.038,249.753,NA,509.82,466.467,NA,NA,NA,NA,NA,185.807,NA,617.974,NA,NA,473.039,308.752,NA,NA,NA,NA,NA,NA,NA,NA,709.373,NA,NA,418.181,475.266,NA,NA,740.376,230.729,NA,379.786,711.144,850.105,NA,NA,NA,NA,926.983,NA,NA,392.051,NA,NA,298.982,NA,NA,NA,502.28,NA,NA,NA,404.166,374.543,NA,NA,708.959,NA,NA,250.37,274.838,293.957,412.516,NA,692.19,NA,NA,NA,NA,594.661,NA,NA,464,NA,520.241,NA,NA,343.168
1531,EIF4H,5581.87,9649.79,8102,11950,2639.46,5180.96,7610.71,6880.16,5455.2,15099.6,10159.8,3324.41,19572.7,18335,11635.8,11703.8,15507.6,3956.97,15860.5,10972.8,4131.86,11136.2,6494.03,4860.96,9830.03,4711.08,9957.94,10867.2,8476.34,6944.23,8891.33,10508.4,9468.73,7516.92,12304,6793.82,10111.3,9934.57,9009.12,3052.39,5690.23,4476.16,4090.32,5686.75,2333.48,10440.9,7285.91,4449.28,3417.44,5002.41,8704.65,3942.48,6661.81,8273.19,3384.18,6002.28,8549.2,8518.32,4564.57,13121.9,13660,6171.63,5231.94,1075.21,9677.28,16807.7,8594.5,2726.14,11529.6,7523.04,8625.47,NA,9694.14,3067.4,2217.69,8604.66,14777.1,15479.1,11740.3,7974.2,13986,8815.88,9620.77,5841,10440.5,7663.36,10560,13769.2,7973.44,9773.89,6029.25,9325.51,4483.12,13093.9,5215.83,4092.98,15854.7,12678.4,3346.99,11925.7,8563.32,12997.1,8003.06,3689.8,3760.69,12426.8,5280.98,7750.9,5549.8,10988.6,7339.21,17589,7111.36,2031.24,9019.69,15793.2,5053.84,8066.01,9476.22,4646.96,1998.58,18266.7,9161.45,5352.94,4673.16,2775.79,10283.7,4235.15,14912.4,14259.7,17125.7,7812.27,9863.76,3764.42,2389.26,8264.23,12462.4,3613.81,14060.9,8995.9,3467.99,8815.22,3639.39,3130.07,6795.06,2488.19,9829.38,4319.42,17360.6,3669.49,6327.28,5901.39,11491.5,4729.57,9717.68,5282.09,8679.9,6647.59,6892.57,8778.14,6987.49,12446.9,6604.75,1582.76,9966.77,3977.88,2703,5470.33,10579.1,9509.18,16503.6,11343.8,6278.6,12357.1,9530.73,14797.2,5762.35,6591.07,13715.6,9079.69,3386.77,7522.25,12789.2,8144.75,10231,4904.67,11216.2,7311.03,4259.4,12193.8,5338.72,5286.96,11659.9,7811.01,5006.87,5807.53,4215.78,10363.8,18113.6,16751.1,9600.99,13098,3023.7,12394.7,4411.74,3445.51,4629.71,11815.8,5110.52,13326.3,13151.9,15344.8,5251.4,10706.5,10793.6,8567.76,15452.9,4602.64,3724.73,4941.44,10223.8,4825.63,3250.86,8350.32,9623.91,4822.5,3375.81,6157.72,6689.18,15134.9,14219.5,12588.5,6380.18,10569.6,13752.9,3720.3,7404.38,15376,2451.9,16787.4,20318.5,9807.47,2985.5,16174.8,10617.1,15961.7,6484.78,7902.31,12107.3,16375.3,3234.86,8348.45,10393.4,10224,6792.58,5730.44,4384.7,16028.5,2720.12,14876.4,10125.1,NA,6306.89,6845.24,3645.89,5503.76,9705.66,14850.7,3806.13,9212.52,10231.2,2260.51
1532,POSTN,NA,NA,NA,2362.68,NA,NA,5039.29,1315.64,232.683,NA,NA,NA,NA,NA,NA,538.917,NA,NA,1148.18,1733.75,3730.45,11892,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8842.63,NA,NA,NA,NA,8703.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1892.05,NA,NA,NA,NA,NA,NA,NA,4759.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17058.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5069.05,NA,NA,NA,2910.73,NA,NA,NA,NA,NA,6485.55,NA,NA,NA,NA,NA,293.59,NA,NA,105.966,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5287.37,9487.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2594.13,NA,NA,NA,NA,NA,NA,287.799,NA,NA,4057.99,NA,NA,NA,NA,17495.6,NA,1398.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5755.76,NA,NA,NA,NA,3180.2,NA,NA,NA,1846.03,NA,NA,NA,2522.34,NA,NA,NA,NA,NA,NA,NA,32407.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3617.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1892.96,NA,NA,NA,NA,NA,NA,NA,502.971,8609.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1533,EEA1,2059.97,8513.62,NA,5229.35,1459.18,2470.48,NA,4128.76,2166.27,3681.93,3560.18,1914.95,4144.47,2457.1,5426.3,4133.19,3776.23,1684.85,4092.35,4487.38,3121.28,2631.57,4306.93,NA,2198.25,1447.8,3910.95,4038.36,4195.47,3036.94,NA,2199.33,2773.95,4154.44,NA,1535.43,4267.07,6375.33,5354.29,4947.14,2373.92,1646.58,1211.31,4911.41,4881.29,4181.95,1806.12,3596.31,1891.69,2436.62,4949.67,1409.25,3668.59,3669.84,1759.2,1798.41,1824.44,4905.25,1052.68,8311.17,4710.36,1721.8,1584.12,1811.29,NA,7715.31,3572.76,1074.83,2948.78,4558.19,4562.43,NA,NA,2677.74,2457.75,2736.98,5460.4,3413.78,5949.06,5879.05,NA,1338.47,NA,1473.59,3398.79,1992.86,2472.49,4548.79,6949.55,6374.07,2508.52,2414.55,4346.65,NA,1763.14,2368.13,4252.15,2809.82,2072.12,1990.65,7845.31,5288.02,2245.23,2538.53,4027.48,3962.12,2444.07,2675.09,NA,3766.01,1851.92,4176.12,1167.13,1707.48,9759.69,7684.46,2641.82,3147.38,7501.37,6557.22,1679.72,2843.04,4247.98,2069.45,3487.27,3408.03,6068.31,1611.7,3399.81,6094.5,3174.38,2530.91,1410.45,2599.41,1613.23,6848.3,3767.41,2330.32,4930.23,3505.2,951.261,1416.63,2931.24,2138.84,3646.11,1554.94,3844.68,2451.49,NA,2125.11,3595.2,2467.05,7891.27,1729.99,6364.25,1837.02,2231.42,3643.67,4012.9,6858.32,2906,4724.68,3803.43,957.683,3991.51,1200.31,3112.29,3131.22,3183.3,4569.96,1845.19,3915.99,3803.65,3513.69,3121.66,NA,1830.1,1915.08,5140.46,2156.89,1663.4,3997.13,3954.68,3779.27,5862.96,2140.9,4783.64,3089.13,2792.9,2497.58,1686.49,3293.83,4101.48,1808.86,2006.59,2164.29,NA,6649.6,4947.61,4351.29,3300.88,3871.23,1628.82,4783.97,3232.01,1741.92,1475.9,4343.15,3098.63,5902.3,2986.02,2518.9,3755.58,4876.47,6852.96,2215.91,2309.9,5179.38,1223.63,2134.75,2152.6,7325.04,1563.86,1558.73,NA,3484.67,2260.45,6138.75,3575.69,3465.47,3744.09,3368.22,4388.1,5393.91,5470.42,1220.88,NA,1877.1,1866.06,3068.14,3304.58,5669.66,2049.51,10278.6,3330.21,3043.04,1715.41,2041.26,2530.38,4387.76,2765.44,1684.19,4438.38,2417.81,1934.91,2118.87,1939.17,3171.49,7879.92,4071.21,7444.97,NA,1882.79,2440.88,2333.89,4295.88,3377.48,2502.24,1371.54,NA,4502.17,2024.88
1534,PDIA6,2939.81,4412.6,NA,3392.58,2595.09,3991.97,4344.71,3581.4,2171.43,4929.84,3317.87,1883.55,2313.25,2433.39,6370.17,4835.44,3390.76,2141.44,3078.57,4797.56,3762.07,5411.16,3240.16,38843.2,3523.99,2572.92,2011.44,NA,4537.96,2942.19,NA,3967.26,3437.29,3493.46,NA,2088.52,2304.56,3790.38,3185.85,5974.28,2013.36,2149.53,1799.21,4215.34,4330.69,4192.78,4380.18,2192.46,2773.25,3128.93,5105.73,2278.57,4355.54,3227.28,2135.41,2463.17,2145.08,3612.58,1840.85,4750.43,4547.79,2094.3,2703.73,1096.97,3508.4,4117.07,2960.35,2093.36,2835.13,1859.28,3064.41,NA,2992.31,1776.34,2075.99,2037.7,3302.51,3943.58,5048.76,5279.25,10429.7,2391.56,9304.59,3507.2,3971.73,3909.14,2137.57,2408.51,4095.9,4839.31,4001.6,3031.76,4032.13,NA,2131.71,2421.31,3657.53,NA,1534.61,3122.19,3607.78,4456.32,1933.04,5207.52,2238.89,6302.25,2741.91,2058.24,2679.01,3221.84,2701.82,4129.02,3207.43,1612.75,4942.91,4662.09,2762.84,2627.51,5255.29,3648.19,1352.39,5773.8,3993.34,3490.7,3938.25,4356.31,3798.59,2140.33,2675.61,3387.51,4597.46,3393.05,2473.07,2571.85,1540.04,2766.34,2607.69,1702.53,4116.09,2903.47,2347.23,3537.12,3453.22,1824.04,3402.7,2093.1,3224.68,2317.18,6224.64,1714.93,4901.88,4831.38,6422.1,2331.36,3474.2,2946.71,3478.24,2544.58,4065.19,3363.9,4248.97,3989.51,3104.7,1487.72,2571.36,2089.61,1731.76,3386.57,5608.33,2835.86,5187.26,4287.35,4077.15,3638.07,2855.31,NA,3574.24,3012.81,5137.62,4689.94,2226.56,3914.83,2913.18,3776.5,2943.85,2414.57,2764.37,5631.38,2280.15,2559.91,2221.24,2625.56,2807.81,1762.61,2702.95,3449.87,4018.73,3710.31,5980.5,3848.36,5191.58,5308.44,4380.3,5859.29,3429.44,2677.8,2579.29,3987,1868.08,2086.26,2823.15,1559.42,5387.56,7528.02,3845.03,3496.68,2522.74,5463.45,2416.92,2342.87,3173.06,5208.61,1726.53,2825.45,1593.21,7295.97,2473.87,2955.74,4282.02,5060.5,5145.2,5760.66,1694.92,3591.53,5706.42,2236.03,5320.28,4224.37,2954.49,5599.06,2907.3,3198.65,1726,7967.18,2189.31,2194.64,2882.46,4772.44,3952.96,5299.06,1962.17,4848.67,4381.48,4347.28,2129.75,1717.36,1417.04,4575.35,3804.18,4678.82,3311.41,NA,3156.65,2652.81,3246.75,3943.19,2755.1,2280.55,2729.29,NA,2044.98,2445.72
