"","P1_slow","P2_slow","P3_slow","P4_slow","P5_slow","P1_fast","P2_fast","P3_fast","P4_fast","P5_fast"
"CD38",11.7870773142617,11.4768018858314,11.5567407747554,11.2502688056353,11.5610245860297,12.6674113937692,12.405587894282,12.4283254928031,12.4991081695883,12.256807229708
"TPP2",13.8491075706931,13.7936033092794,13.7380922596205,13.8158978444073,13.7716648436786,14.1463658445872,13.8214392049849,13.9448584458075,14.0752953746699,13.9958587360831
"IMPA1",13.2632653066407,13.4252159032994,13.3545111153236,13.1884261666609,13.1652037922135,12.9691009309546,13.2756388158231,12.9510169171706,13.063442271476,13.0130463064074
"TKT",11.6168107105126,11.7220005914487,11.72099400761,11.397122847875,11.5319174975916,11.8267589973647,11.8018780777615,11.5980820169031,11.6906215776016,11.61214490091
"NOS1",12.1579784499454,11.65846766979,11.7002928450671,11.7806549283973,11.8199099127933,12.3125625098334,12.0923639765636,12.030570585547,12.1410150474326,12.1069398786657
"SERPINB3",12.6003775531078,12.7627972624982,12.6393407086522,12.0323316195388,12.8756552929296,12.9450853128424,12.870995594714,12.2428579758165,12.2206565404057,13.0525884277088
"SERPINA4",14.850479879735,14.6712825687187,14.4826404922803,14.8811699695676,14.6529401227708,15.2108006886929,15.0489148523724,14.6766886401261,15.252990630403,14.8343022940186
"EEF1D",14.0565110633511,14.0847336606425,14.1799168631354,14.2200115294329,14.0570694430391,14.0900919637518,14.2606288495654,14.31351371291,14.2505734809868,14.0895287283679
"PDHA2",11.1098306542788,11.9283851289266,12.4145742549971,11.5279654644907,11.9165014258448,11.1574879119022,11.2454116823041,11.6446049331726,11.5832238324811,11.2921936064955
"MARCKS",10.6632118632478,10.4093909361377,10.6823889458849,10.4824865384144,10.6486631672846,10.2796337939798,10.0982373128919,10.3987436919382,10.2594683224441,10.3321892294916
"AQP1",NA,10.4817994316658,NA,10.9423825454897,10.2079686919538,NA,11.7211883977139,11.0815500122401,NA,NA
"ALDH4A1",14.1674181458317,14.2079599396946,14.2732128098543,14.3317615362346,14.2877123795494,13.7212570189939,13.8392226746741,13.7090299474826,13.9090594596494,13.902388557033
"ERP29",13.5745935273376,13.6862159870573,13.4893462407191,13.5437337676787,13.3442959079158,13.5162355597484,13.2701858059911,13.4552243694329,13.5171496687315,13.3232140660922
"PRDX6",19.7432884934476,19.4615393984608,19.4045761372403,19.4935060205576,19.586581439286,19.7190200803588,19.3211516696051,19.4017045216373,19.4434332631202,19.4275160881902
"BLVRB",15.8641731882433,15.6882503091332,15.5481988111235,15.7700619628422,15.8774758665344,16.1526362384588,15.9947592024414,15.7891082368382,15.9723829001747,16.2162606462105
"PRDX5",16.6239957674139,16.4415177156285,16.5930730616032,16.8367652772607,16.6937047392253,16.2608450505289,16.1544312649884,16.2154230909236,16.470186571137,16.5261189526817
"DDT",13.7523427676167,14.7701941353901,15.4095732505074,15.1812680408019,14.6717621863446,13.9301373933959,15.078588427921,15.4148569419697,15.4572805410194,14.881890354178
"PRDX3",18.1927507542552,17.9992072861995,18.0854620854164,18.3460799163157,18.1549911192591,17.8654396696987,17.745844986201,17.6645028401265,18.0538484325071,17.9712308445255
"ATP5D",15.9372724195542,16.1562213648142,16.4500046368239,16.4685456638348,16.2381807936996,15.3147406526458,15.4892447757319,15.2923287872977,15.6392219128847,15.8186297033905
"RPL12",14.4213879431881,14.4245469279164,14.0232646996797,14.1159860953859,14.3233362892802,14.4448336567288,14.43525998503,14.3129529353746,14.3713410480058,14.3964614332535
"ECHS1",16.4035632877408,16.6662240028032,16.2604050335537,16.8088320319877,16.5492431947929,15.8319736478892,15.8802232835524,15.5839378210888,16.0581931483476,16.0610334436514
"CMPK1",13.0042538260173,13.1828490038393,13.0432699914903,13.063591209768,12.9531888353923,13.1535369786244,13.1163865391396,13.1709155748801,13.232904580262,13.0551636307184
"PEBP1",18.0432594794523,18.2756198464468,17.9267650631508,17.889999532157,17.7859632470773,17.8683800997509,17.9583902284253,17.6350662213025,17.6636787749663,17.6790179057602
"PDIA3",13.8931681204269,13.9657842846621,14.0919063176476,13.9642994867416,13.911869436395,13.8498937136535,13.9117570767018,14.0080696544989,13.8627002957856,13.881830699589
"PPP2R1A",14.4578605515366,14.5361925671137,14.6219773828023,14.5713363201882,14.4630134134497,14.4696824809979,14.5327232907641,14.6368115720109,14.5693091142532,14.4505615586825
"PPIF",14.6368535172997,14.7373264858709,14.8482169786425,14.9992490891708,14.9747730678893,14.1525621351117,14.3052138855226,14.0903688392278,14.3802175288678,14.5721101319001
"NMT1",NA,10.624128317859,10.7993221006129,10.9483307256815,10.7481928495895,10.8577944276715,10.9179016169664,10.2751234793201,10.4390044836324,10.7159849883666
"HMOX2",11.9429367693697,11.9016400120525,12.3229787381082,11.8430163613272,11.9470876679546,12.1234715649482,12.1065629404449,12.1578122795385,12.1875345638181,11.9329155595682
"LRPAP1",11.2782637052555,11.5658677573884,11.3311005086693,11.3880172853451,10.8887200117177,11.3532130026519,11.5169163528218,11.3435827014799,11.4304525516655,11.4041197243961
"ADSL",14.5831930002207,14.3646203061284,14.3754128215929,14.340990261149,14.3987436919382,15.198065007846,14.7942786442588,14.9484447579326,15.1387233478267,14.9272813065518
"PKLR",11.4277213927208,11.496853777388,11.6199723280017,NA,11.5603328342124,13.0154063404338,12.3871631851695,12.166020742104,12.1419045816252,12.4320386464482
"CLIP1",12.4573409390197,12.5113005055376,12.6824920978205,12.6483138270118,12.4353499158247,12.4665072411634,12.4889329516597,12.691686822061,12.6287587803297,12.3647241869604
"SRI",13.2377865671154,13.2351795559976,13.1349813429871,13.2363132270428,13.3091746021364,13.2711624351247,13.0878639024564,12.8193288025127,12.9913482303815,13.0478180268651
"GSTT1",13.4322251901432,13.7936033092794,14.3324073175495,14.3047044002169,13.6250466949938,13.2626102113291,13.7874332201338,14.5158784395755,14.6964014894666,13.7483706342485
"SERPINB1",13.9780926038804,14.3091921069599,14.3269841551531,14.2414283240617,13.8822609290998,14.3289047771139,14.4853286057489,14.3971999841396,14.3738365650843,14.0599667893259
"ALDH1B1",12.7175998816355,13.5507467853832,12.6719788507089,13.5651773547528,13.7099453802325,12.7919283193953,14.1575876881891,12.9362348849842,13.7528875025663,13.8722587760929
"LCN1",12.7878740644588,12.599158818467,13.5142209093581,12.6322477591169,13.0515488384404,13.0339632227128,12.6896868082912,12.6789642903633,12.9097541361589,12.7456377561221
"SDHA",15.6410329082042,15.9210622107744,16.0139921942964,15.9279141900533,15.838613044197,15.4552837006764,15.7435319701841,15.5138232502714,15.8760360787064,15.6693016117346
"GDI1",12.3256905346762,12.410891195133,12.6315726964952,12.4324587142093,12.3663222142458,12.3533729182423,12.4073514520798,12.501851916463,12.3826240265749,12.3223516380692
"S100A7",13.1907506496624,13.0978181638679,12.9073676580523,12.9721631044043,13.3717766443379,13.2807923725339,12.8962983419775,12.8436286365084,13.0515488384404,13.4759107175674
"MAT2A",12.0226972836826,12.025831668332,11.9759589034014,11.9067008412268,12.0759567394648,12.0534406038026,12.2057199522749,12.2064710247968,12.1228279948077,12.161167698428
"PRKAR1B",12.5395368872803,12.2694405633589,11.3100456207022,11.5744841750947,12.2286623900667,12.8953577059042,12.2983972628857,12.2986302614674,12.5331715333868,12.5288880642862
