"","P1_slow","P2_slow","P3_slow","P4_slow","P5_slow","P1_fast","P2_fast","P3_fast","P4_fast","P5_fast"
"IGBP1",11.7998997423496,11.9181178510318,11.8449049261905,11.9581285442375,11.9764307857117,11.9363317512169,12.2120160148446,12.1138910126409,12.0597866573942,12.0121600922828
"EIF4G2",12.1778060193083,12.471675214392,12.2524200385366,12.3554604117345,12.1376700183641,12.0992488419476,12.1514634692654,12.3352268718038,12.2721340285118,11.9551407824818
"PIP4K2B",10.4291079201323,10.1548181090521,10.2469068253821,10.2909648458737,10.242864461237,10.7234647367398,11.03882298928,10.9741777526702,10.7155324755938,11.0409543337559
"SRPK2",13.971598240226,15.1123996856091,14.9673995418311,14.4186432493759,13.2628377360008,13.622314977449,13.6192227015522,13.1217393556784,11.8341786889471,12.5859859251314
"CCT2",13.2163457030389,13.768111940039,13.9285738909307,13.6176933210936,13.4893462407191,13.2649505136124,13.823390795312,13.9861086828747,13.7308793635517,13.558285467201
"GSTO1",16.9880709872056,17.2137117981057,16.9992072861995,17.0197584310737,16.8846475219367,16.7272690199211,16.9134968642704,16.4817489396085,16.6675826905255,16.6236597100649
"PRKDC",12.9031274474288,13.0942383062836,13.1024842658481,12.9272372204176,12.8668925276766,13.2146399752071,13.3365065598103,13.401359543346,13.1826876397748,13.0206015116072
"CRADD",11.1579881895029,10.891696257011,11.1010498962683,10.9999148947997,11.0854584721483,11.1934020427824,10.929258408637,10.989870983538,11.0172112415271,11.0447063241795
"MT1X",8.58737803522652,8.90086680798075,8.58472403227561,7.42899657700921,7.79898709846339,8.96888014745677,8.9686984687865,7.78586437439377,8.13709716120645,8.65592778977276
"S100A12",11.2769870339423,11.258960512883,10.9894882512028,11.1809627608471,10.9520277301369,11.284968651604,10.805928247265,10.8496005748375,11.2491734381801,11.7692882588925
"DCD",18.7288352006414,18.3709257477984,17.8854699813224,17.8084749367433,18.6251808616091,18.5115379595888,18.50733580517,18.0827675690511,17.8949209269396,18.7063410074871
"MRPS22",12.8341142336535,12.868822554775,13.0572793346468,13.0675419202169,12.8257538328831,12.4097117940215,12.4244321812016,12.5425973515401,12.6816622839478,12.4324661907211
"MRPS25",11.652078617781,11.8017083589165,11.9458084261478,12.0428426615161,11.7565563225241,11.4880961999618,11.5837125651734,11.7790462687268,11.8662127309257,11.5229232515454
"MRPS10",9.28228512718967,9.19307180103115,9.52269299537591,9.09674397086518,8.87988033456149,9.36866273697593,9.5273909891577,9.26872841033459,9.50700794333631,9.23869850327236
"MRPS35",10.6882097237744,10.9407173484162,11.3070243044757,10.9340702398345,10.8341521330731,10.4756717897062,10.5890656034665,11.0107537329984,10.8265920793146,10.3392656161066
"MRPS36",13.4893462407191,13.5653499365195,13.5768858268766,13.8828769165475,13.7123789507858,13.2591371103127,13.1740283991484,13.2237965942741,13.4168581113049,13.3243134266465
"MRPS11",10.9218409370745,11.3106241414183,11.2819300269554,11.2121146743733,11.16838567029,10.9402401756828,10.6468833146694,11.069005817839,10.6960199032791,10.8579965413266
"MRPS21",10.5980525001616,10.7572149750873,10.8813969642865,10.526622393948,10.5096166751959,10.1448366569812,10.2257314396974,10.2877123795494,10.4004163537814,10.2916646827981
"MRPS34",13.6401851362874,13.5803166432204,13.6239386298452,13.6513108515439,13.6255604569881,13.4119610979599,13.2482240896685,13.4058727326702,13.4878372912857,13.3161389656192
"MRPS6",NA,NA,8.20167306430659,NA,NA,NA,NA,NA,NA,NA
"MRPS9",12.6113828766543,12.5922614659428,12.846771314477,12.652844973002,12.5894279029207,12.3230040792978,12.0206377087806,12.3183309653949,12.391898722841,12.1768620325279
"SARNP",11.9693865213423,12.0206646833742,11.9316793640489,11.9587339471429,12.0307325355559,12.215912127554,12.0547111279074,12.0635400176686,12.1435524780814,12.1134426036705
"LACTB",13.7044236438049,13.7099453802325,13.4330768093221,13.9388581872254,13.7627972624982,13.411961039607,13.255907508125,13.0574705802482,13.5971327777282,13.6141092370343
"RPL24",14.2817095934895,14.5386739530827,14.5142209093581,14.36817247364,14.1907506496624,14.6168417178994,14.2950825826395,14.4393126058883,14.3930083474111,14.3111572107918
"CBX1",12.051559034129,11.7820320257129,12.3977468193671,11.752425093948,11.3331402326744,11.4394995203498,12.0711233615507,11.7205563666054,10.8557016650804,11.5993596410678
"ARF1",13.2138873602074,13.3020676725265,13.3237725505929,13.2892785832341,13.283908077483,13.3139033691245,13.4027323011503,13.374176334227,13.3504118547267,13.3673328396649
"ARF5",11.1520932067252,10.6596926984506,10.8763896627256,10.7762638753769,10.8776522384026,10.7982935795891,10.8820569576895,11.0761943029256,10.9883736213322,10.7700774466194
"ERH",12.6313326858016,12.5962433436278,12.4255155261889,12.6789675878352,12.4716729785118,12.6618671502729,12.5749718895325,12.4674985666112,12.6105247396339,12.433488945305
"RHOG",8.82169317240205,10.3622749089394,9.50410076731258,9.59693327940173,9.52498587685045,8.84468160747614,9.35974956032233,9.09572553539927,8.68650052718322,8.93929417308471
"RPL19",10.166665238948,10.1951122365283,10.2231647412074,9.96896814973831,10.339901158364,10.2600609511091,10.0103742475085,10.103287808412,10.0921965822536,10.2569655998539
"SRSF3",14.2621996566893,14.1357092861044,14.1475149947198,14.0332987470281,14.2064191009608,13.7516484732655,13.7289023751817,13.6636248117552,13.7090517053636,13.8135256235142
"H3F3A",12.0154150523867,11.9206666516573,11.9668825614768,11.9255544398736,11.9287249801358,12.0780986752406,11.9449626861814,11.8787599409901,11.8257260120493,11.8743342726206
"FBLN2",11.7709908999959,11.3665353239089,11.4270377500611,11.9244079876423,11.0967151544885,11.6617113800048,11.3498340914572,11.2665640299832,11.6563907736337,10.9303307832185
"HSPG2",15.8078651724575,15.8410728828848,15.7936033092794,15.8175951829535,15.9364907637205,15.7456506794702,15.7725104509038,15.6714443162145,15.6064572641515,15.7593686645323
"XIAP",8.99717948093762,9.22731045430712,9.19721669311005,9.21455359227249,9.06510642354499,9.14137599848715,9.28463442684565,8.48322029207293,8.94258644642233,8.85174904141606
"RBM3",12.1971256472527,12.1743358790773,11.7804200703765,11.8399202327104,11.9776514829485,12.0318975916115,11.7965425981479,11.3164455936181,11.4065383465798,11.7747495195791
"CYCS",16.8902913215095,17.1062664377832,17.2786672399464,17.2940402349478,17.0638163676226,16.5992859348689,16.5755863472767,16.5573409937064,17.0890250339946,16.8380611991194
"MPP1",11.318780038403,11.1655351413779,11.2231329006034,11.2468296509941,11.097452323608,11.4384228163778,11.3535769227467,11.395895432557,11.503666754576,11.3834451563506
"TFAM",13.3560239851756,13.2452555803066,13.1614185035256,13.3419496216,13.513412794259,13.0369702960531,12.9537308498115,12.8037408676359,13.2976441055741,13.3624712449177
"PITPNA",11.5225324925206,11.4582933272349,11.646948248035,11.6875096241748,11.4900598934489,11.4387654769531,11.5487593068485,11.4685923108565,11.4461528220093,11.5346822331598
"SLC25A3",17.8109456317043,17.8545275335603,17.943064208162,18.0456157641314,17.9689873414816,17.5437938261103,17.3964441926521,17.3686258172134,17.7356376884202,17.6889571188296
"HDLBP",11.0933835678719,11.3950538051734,11.4182163065801,11.5312303595421,11.1861142395416,11.3610800004297,11.4187749963319,11.509641415268,11.5578528411883,11.310490310234
"CDK5",11.7731333181445,11.8079464738883,11.9413582025945,11.8032485132905,11.6662240028032,11.7944605437142,11.6444530058207,11.8083806298544,11.6848949581984,11.5576853647131
"PURA",14.8702502883857,14.7523806465529,14.4089135611375,14.746683230056,14.7418882727353,14.8069154212822,14.6368143353391,14.3651674921965,14.6217771114,14.4545962724579
"CLTC",13.3767579277933,13.4767462039395,13.5386739530827,13.5082450612357,13.3162815317462,13.3483246230714,13.4467625573682,13.4797423776325,13.4092233621072,13.1663918480985
"FKBP3",14.3969809206428,14.7523806465529,14.8022538632346,14.6126604963165,14.5732862319196,14.6511969647935,14.7915009958026,14.8363660087167,14.9761933322271,14.7558799522689
"REEP5",12.6313287426425,12.6354211176524,12.6176815069541,12.5605041202872,12.6438561897747,12.6254303212522,12.9689475298839,12.7152391751046,12.7334094236657,12.5836903909022
"SORD",12.2074292489249,12.1294928914948,11.6135052163733,11.2776303046111,11.7790418437721,11.3467187098344,11.2335272070917,11.6721822203009,11.5933304256071,11.9664227011971
"HNRNPU",13.4587967603229,13.6096404744368,13.5637801928373,13.5585829857093,13.5263891988776,13.5265510562309,13.4920471810919,13.4653302812324,13.5069893401271,13.5269448835455
"MYBPC1",20.4190996894742,20.4154694550257,20.3414210940247,20.2880842285056,20.3751752207998,20.2607161807116,20.171332266865,20.194602975158,20.0826674303215,20.3123977383131
"PLIN5",13.8048243960496,13.5386739530827,13.5217967114118,13.9307009424425,13.914431850798,13.1691765345059,13.129268640456,12.7222034362258,13.0818079580446,12.9500382127282
"U2AF1",NA,NA,NA,NA,NA,11.3452777161545,NA,NA,10.0163625987609,NA
"SPTBN1",12.3146272348405,12.2790301364496,12.438989326136,12.2855597064654,12.2288186904959,12.1674852605849,12.1638206858082,12.1557511297349,12.1304696950314,12.1042817236254
"TIAL1",11.9624478039971,11.5447181686427,11.8711086962555,11.7407833813323,11.6745277396135,11.4614794472862,11.3450287703245,11.5801643322183,11.6413834566346,11.7818309715753
"SET",11.9308555864086,11.8075698346419,11.8376279331714,11.7277588228338,11.8177831217745,11.9102676409261,11.8753586720175,11.7578541175425,11.5812286424636,11.973238156071
"AMPD3",12.2648208182475,12.2753733926916,12.050059494152,12.3677849194722,12.5313619645057,12.1621206406822,11.7397806097733,11.2137178725983,11.5040741145206,11.9725550049614
"FABP5",12.9613737230001,13.2159788437389,12.8533393782128,12.8772496188749,13.2644426002266,13.0899635099685,13.2262360600428,12.4850596408,12.5945883233565,13.2346724894187
"ANK2",11.4288691269066,11.3923818273698,11.5222284151582,11.4882780558748,11.471675214392,11.7571649613925,11.8945563269171,11.8322006910452,11.9199703693462,11.7052867902725
"CAP1",12.4188822060737,12.4173251176799,12.6142497276894,12.3408459646284,12.4235472016695,12.0483644399621,12.1672926886343,12.2362884512664,11.9440238536251,12.1325190082753
"IFITM3",9.7796081981094,9.31504386900685,10.2161767467311,10.0395054970584,9.75959029501626,NA,NA,9.38283407089093,10.0779845742515,9.63059170398156
"OTUD4",NA,9.22158712126481,9.42959713540229,9.14079654623537,9.10053428768352,9.10458565000767,9.33037464548394,9.61024908906663,9.48280795672667,9.78712714726326
"ATP2B2",10.1894910206177,9.6192878305468,9.93355923106838,9.31644898780469,10.0361736125535,10.4493240697289,10.4191122125621,10.3829049735328,10.5098967071084,10.2852994840503
"EWSR1",10.6299842416717,10.7648715907361,10.6581649175717,10.6769104130985,10.5184957979397,10.8873096271917,10.8745059774469,10.8671462482707,10.9230451590756,10.7981396432904
"TAGLN",12.2508934386129,11.8540780001849,12.030177419546,11.9825127397837,12.0584519574166,12.2228220663265,12.0676912646983,11.9053531561973,11.710875295781,11.7955607948072
"MYL5",10.6310951854405,11.2624307378485,11.7293274091981,10.2336636325474,11.7541024892422,10.0966798213265,9.72948479415218,10.5679750831301,11.0004507717709,10.0880329113887
"DHODH",10.9218409370745,11.9275594675927,10.8609938228905,12.0040723188709,11.7020980414613,10.9915909891732,11.5410239946439,10.4819204919045,11.4512111118323,11.3324953621048
"OGDH",16.4202892222195,16.4799065448328,16.3298050958126,16.6925070636106,16.4398957986045,16.0670592317874,16.1463079023172,15.9575895400385,16.4485833406717,16.2936990252869
"COX6A2",14.7153185523313,14.2659080092311,14.7182064133282,14.3890127304111,14.9554918200524,14.3061611573346,13.9123993696473,14.1256879051641,14.3247009258122,14.4225773602307
"ALDH6A1",12.7830034134225,13.3148522730343,12.9852117489493,12.8788996453631,13.1535013654966,12.6528439438197,13.1372527599688,12.6727170339053,12.5408278916995,12.7989435767693
"BDH1",12.1305175815978,12.247820731076,12.7073027823459,12.7183041813774,12.4040771362412,11.8507767683458,11.9195523768465,12.2331492862923,12.0695506533488,12.0325460616224
"DSG1",16.701167858851,16.7816010458262,16.3470105955102,16.0388396397401,17.0101784040205,16.8450672259681,17.0866907804573,16.0540993728914,15.7541358766463,17.0462351138456
"RPL18A",11.3772105303886,11.5141006188851,11.5625042273482,11.5410966153495,11.2678661682054,11.4496800124194,11.302598943561,11.2769491807914,11.5527864314201,11.2992080183873
"CACNB1",14.444875732888,14.4317587491662,14.3020676725265,14.2724763666585,14.3884343550239,15.0138657399717,14.7526422152719,14.7913206238168,14.8326129911434,14.8542616838548
"MAP2K1",13.2236774535785,13.3581017074408,13.240791332162,13.2940218352759,13.111828480115,13.2097107491949,13.506003968027,13.3983428161146,13.3291862043351,13.1589188941713
"FKBP4",12.004922678569,12.2771130106577,12.5001671697806,12.3838149740379,12.1924500226724,12.3527470565551,12.3280072739908,12.5433544194996,12.3663222142458,12.2799372585079
"PLOD1",14.0617087046606,13.831762468159,13.4437884746041,14.0975607175254,13.6296184491121,14.3264434617583,14.4478193708998,14.3091921069599,14.2056714123893,14.3222238593181
"NUCB1",11.5262644764368,11.8798206162114,11.8542146078559,11.8408107577303,11.7552130736808,11.7483629556277,11.7074281589004,11.7856241100489,11.7886040850589,11.6476742749017
"RPL6",13.5172755458661,13.6263592788343,13.583447157158,13.5566854122416,13.5326603105973,13.654777890923,13.5994993615959,13.5861595535607,13.6893757669103,13.4682614990618
"AKAP12",12.0336810942137,11.8190495609311,11.766868423736,12.0265649384246,11.9664836526183,12.5767228866678,12.3517619237846,12.6010975593413,13.1250267672476,12.2660317027485
"SLC25A11",16.762379457379,16.7859632470773,16.470538104298,16.821785878089,16.7552918467745,16.7440277322861,16.4589567665648,16.409727321335,16.893416650205,16.8123144247011
"DST",14.2688782195904,14.2243501552418,14.1876846373203,14.2603609250056,14.2813446122778,14.3688065370578,14.3944051523986,14.2305983439389,14.4895872590803,14.2564003666718
"GSTM4",11.8605500638416,13.5334270768652,13.6461518282629,11.0429999336663,11.3438057372985,11.3767479432422,13.2558001816721,13.3303567169579,11.2670644315865,11.6352578345757
"CAV1",13.8896466584242,13.7627972624982,13.924868162063,13.743499118225,13.6991386252759,13.4305306057719,13.5963703124498,13.445396372605,13.2857273481794,13.5256122924647
"ACY1",13.3551346539201,13.4767462039395,13.5688349202694,13.4808535401515,13.3766680618577,13.662159696569,13.9449674060639,13.7321674256634,13.8340678159209,13.7534665293562
"KMT2A",12.1998150243466,12.616548843779,13.4120405145517,13.2556187498396,13.3388338586755,12.7217503611986,12.1795297108379,11.5215660894329,11.8454900509444,11.4234386360123
"TNFAIP2",NA,NA,10.5995967532367,9.80451181659469,10.5710415476011,10.2660395821413,10.4903194179377,10.4694347662733,10.3455286843592,9.87461735993743
"LMNB2",13.7502238371139,13.7125270004398,13.6980317730139,13.7113866344991,13.7279098214533,13.8987522107337,13.8213095387124,13.7296526048408,13.7639474216084,13.7526278186399
"MVK",10.6060905431598,10.681252559598,10.2353167281882,10.4793435080949,10.2551472728178,10.3208014048811,10.5094575606365,10.6588360250835,10.7008996057283,10.4245862262511
"UBXN1",12.6059840952812,12.7320274749121,12.6201579551114,12.5956491102007,12.5301619377906,12.5513309585877,12.6985736416078,12.5833671733276,12.6045085482282,12.5415233438881
"GBE1",14.3630939957162,14.2659080092311,14.990560541111,14.2726017797354,14.5018371849023,14.0918361177192,13.9916227769519,14.4226889752703,14.0188294976169,14.0290326177849
"EIF4G1",13.89672407515,13.7709838599099,13.8822609290998,13.7833734486358,13.6991386252759,13.89189512788,13.964598389026,14.1586253867464,13.884579763071,13.9374863116743
"PRKCQ",10.3446842735338,10.3274809990692,10.5536388926538,10.488082518258,10.1581161358217,10.6306862776328,10.369719653453,10.4720104496398,10.5593866510983,10.1691608720543
"GLO1",16.1941190579928,15.9567391450591,16.0497571659463,16.0275604822488,16.0014081943928,16.4101785175896,16.0599705947563,16.1097673717821,16.1493492545872,16.0927747979091
"AKR1C1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SSBP1",13.2680364369056,13.1883709415049,13.3200953848611,13.2962664857011,13.2770737701211,13.1281723054072,13.1227804213498,13.0711070082144,13.3223781928383,13.3267428747109
"YWHAH",12.4298015237037,12.5093618277602,12.5603877702293,12.4414389677039,12.2871900293936,12.4063457901412,12.7378177160004,12.643858443984,12.4537850554962,12.656530973042
"PLP2",11.549312996076,11.4629214214601,11.4609984687717,11.4095076199884,11.5301770874222,12.1138201845768,11.9807249885112,12.1847668888181,11.8508071935323,12.0427845348606
"UBE3A",11.4618886644328,11.5661578423279,11.519813139211,11.5037512166992,11.4817994316658,11.6482863317074,11.6083330294066,11.6154963033494,11.6301917472393,11.6043948692608
"DNM1",11.895412449342,12.0676830798401,12.2156060730448,11.8277500065891,11.6465347981374,11.6206478892663,11.9774623957076,12.4844316667084,11.5450561675091,11.6334709695575
"EEF1A2",18.1297612649693,18.3321064989079,18.3794122136863,18.223425069922,18.2182794217456,18.3234396456968,18.3486587663515,18.4812751929627,18.3871848993653,18.3229535216817
"CALD1",11.4802589689109,11.6662240028032,11.827711815774,11.7544684845385,11.5821466871144,11.4485654640751,11.4118928548282,11.4079759492612,11.4316177367868,11.2432837215312
"PTPN11",10.7048978945646,10.9891472358982,11.2714842802249,10.7579340913142,10.7976615258538,10.6296204726864,11.1484765821783,10.8724484927765,10.8796832202723,10.5603328342124
"PSME1",14.0991775550095,14.2622784013638,14.2115385263289,14.2778659753404,13.9384769386664,13.8628649339361,14.2009959377332,14.3162815317462,14.1061809843572,13.7680326436187
"CACNG1",12.5531492755985,12.1087235178421,12.1711450679704,12.2106713437856,12.5063859148708,12.794158317073,12.4232633455654,12.6521548233683,12.4863777711252,12.9426022212494
"PRDX1",17.5656971268492,16.9674514371662,16.8628068371526,16.8216570121982,17.3233362892802,17.5138566440266,17.0351864405305,17.1506199653058,17.0172648030223,17.4071208025559
"RPL18",12.906653137919,13.1098306542788,13.3532846911431,12.9449234738416,12.9329528921947,12.9834583620009,13.449454490084,13.3419357268866,13.1985515376621,13.0554250716
"C1QBP",14.5322591573266,14.8325439314953,15.174999702963,14.9293508580015,14.8484273340239,14.4684189344888,14.9615249369121,14.8688418420129,14.9022997598802,14.9644999036881
"CKAP4",10.8611411999484,10.8021851373099,10.8813663719778,11.1364953930303,10.8917837032183,10.9568211874151,11.1055885426683,10.8758491618872,10.7888080395987,11.0668333739113
"TJP1",12.4308596246561,12.9860926795131,12.8459839326356,12.7157797119771,12.9120285508058,12.3774372775493,12.4957371627377,12.5475042939564,12.5891691728709,12.6704129189088
"DPT",13.1665397899821,13.1595560280588,13.1260591160707,13.3019969556478,13.3253103257408,13.1114291287511,13.1752080162507,13.0807858892123,13.233228732272,13.364182941192
"KHDRBS1",11.643792787304,11.7112367677938,11.6242676638829,11.8002171464757,11.7903729351961,11.7492954086208,11.892124643371,11.6573184495813,11.8503431341673,11.7763302141401
"BAX",12.1484625831773,12.4852770647513,12.4660325252512,12.4637759398399,12.0666341355577,12.1580226456155,12.3090130026654,12.3145152711751,12.3170224906549,12.0300509578121
"KLC1",11.8936695279908,11.998519915068,11.940313597146,11.9624085030027,11.9232406437652,11.7671540514126,12.0851803054335,12.0548349136888,11.9655096063542,11.9119577048881
"LRP1",9.44248532597159,9.67380284676028,9.92777796208234,9.6904449969371,9.65642486327778,9.73771886750615,9.31805043164307,9.44514936076354,9.34840806838944,9.47342115138897
"SRSF1",10.9072136630099,11.1384190064415,11.1984450414524,10.9302050977844,10.9319563136407,11.14262403678,11.1147899528946,10.9358793893418,11.076773294567,11.0892187308535
"ARHGAP1",11.0733382549517,11.1301972761911,11.4146852358072,11.1753508514185,11.0430272835945,11.1644732989809,11.4178952900486,11.4293853999987,11.0176508611662,10.9600279416841
"ACTN3",15.0638374287104,15.4707922777868,15.3954002488638,15.0668166209263,14.8410876784207,15.6380569191827,17.5394265028454,18.7349278811887,18.3955282153332,17.9649925773424
"SRSF4",12.9815067536854,12.9014936417185,12.8789311620469,13.0563328881851,12.9490257050472,13.1562449036702,12.9689223377968,13.2769894248571,13.3200201160867,13.1935813274991
"PCDH1",9.59058704991503,9.51513210887124,9.87806164474525,9.62756369784637,9.95194322607009,9.72505945019212,9.94104760634058,9.44373235523995,9.74711545877347,9.04033005957207
"PPP3CA",12.4424951750444,12.2477258067804,12.2003219022363,12.4040771362412,12.3585742844078,12.8589515702465,12.8342199881351,12.8841796737937,12.8660598891043,12.7213972651822
"DHX9",12.4563544151083,12.3123441124168,12.2523254130208,12.3581017074408,12.2835943042242,12.2541900991436,12.2764559543409,12.2351002510647,12.3739961421312,12.1724493864373
"CRYZ",13.6247053809253,13.5480030574378,13.655787845204,13.6468102705651,13.6447125357527,13.592077329183,13.2490607559499,13.3672782293597,13.5529784027176,13.4620207344086
"GOLGA3",12.7874944996968,12.6582003232482,12.6779611465008,12.6007973561325,12.52520491658,12.4247594148381,10.8474505182552,10.3534887081227,11.0186522544447,12.1414342146108
"LGALS3BP",11.2218875354658,11.1029142266943,11.2593666546588,11.1195247790574,11.1484765821783,11.1631842154404,11.2905690226714,11.1845936251696,11.2528428020844,11.1863283103724
"DMTN",11.6857956405037,11.8572034715082,11.548484751397,12.0632435573514,11.5569127170163,11.6931645802003,11.3162815317462,11.3641182357753,11.7433071025021,11.3961819710556
"DSC1",15.9239999707764,15.8459825119883,15.4811851139438,14.8917837032183,16.0340251459749,16.0813108095041,16.0912311508825,15.1912250794452,14.8870301732477,16.2475344985978
"HDHD1",12.4943556035328,12.4665863377192,12.4694229464515,12.389397781309,12.4241027459922,12.5100545117823,12.3900721999351,12.3882379792726,12.4624920479328,12.3348428316788
"PPID",11.1736771363034,10.942375214033,11.0273185729795,11.1822086294329,11.2106713437856,11.8671511967386,11.5046363197646,11.5579183612982,11.8236100573525,11.6413744242945
"VAC14",10.9076117823418,11.080428119192,11.0956014120901,10.9595733728283,10.8870736617238,10.9606019095657,11.0499671555759,10.9706391657483,10.8501008673408,11.0465988282997
"NSUN2",11.0223678130285,11.0195490313669,11.0536400708973,11.0361736125535,11.1569053623063,11.1572711350332,11.0941525315366,11.1111803664156,11.1586727968534,11.0788446292352
"NCBP1",12.3446946558697,11.8414935871104,12.2656100244185,12.0086256099744,12.5101712335918,13.1868121988617,12.1930093487354,12.0482348230972,12.2202271572607,12.5672169563434
"AHNAK",14.1043640429512,14.0259874329307,14.0441209411862,14.0001359179819,14.0616833096297,14.0835499851879,14.0497081416355,13.9967647523814,13.8844598338474,14.021530867816
"ARL16",13.4989862909434,15.0014081943928,13.6576980562249,13.7162621631064,13.5274896706861,13.2807417767717,13.1633489534081,12.981838386061,12.9625513538417,13.1582269145814
"LMOD3",14.0489913759847,14.0784844174114,14.0867996856235,13.8949038937423,14.1064402570789,13.7707668427347,13.9330744812079,14.2437690319619,13.7677756935683,13.942211492437
"HSPA14",9.69294424236345,10.0018472579655,9.62973910214999,9.93500883514624,10.0088029100923,10.0981556316308,9.97209321108252,10.2639187250445,10.1104569965333,10.3623725524383
"SCRN3",12.1674181458317,12.2076244682268,12.5001736079264,12.2897367824471,12.1976917102853,12.2722594418317,12.1705510353167,12.5302951303438,12.3705157769091,12.3997078380507
"NEXN",13.0514051960734,13.1999790076159,13.1532353386894,13.099272388175,12.9761487965795,13.0573667397327,13.1982469951257,13.2787180509525,13.1397245903689,13.0408864246365
"GALNT2",12.4049611647587,12.5058413203603,12.9155246353578,12.65781838769,12.1880667143397,13.024593138043,13.467261646402,13.492942220441,13.5656376330435,12.8831682995191
"AP1B1",11.2839174078194,10.9972700508155,11.145006748963,11.0953108836136,11.0620629283011,11.3227427099357,11.240791332162,11.2643370333126,11.1912167591964,11.1125176995157
"BST2",11.0120378446431,11.2227949028681,10.9906636816349,10.9694728645963,11.1817845388845,10.8285808102766,11.0863798953473,10.9247670929132,10.8654055167332,11.1211319891688
"PMPCA",12.3906184006783,12.3833964990992,12.5627194270493,12.4421514143336,12.5651020783603,12.4486712799582,12.4336584607436,12.5728311674088,12.7943400953769,12.5264200918437
"KIAA0196",10.7996740447857,11.129283016945,11.0142635361759,11.0895833752469,10.7894195289851,10.8610791495496,11.1800268721172,11.1299462465677,11.1663555257684,10.693190721584
"ASPH",11.1072955518817,10.6279900003478,9.88168240163763,10.148120631124,10.5535525017174,11.5204267266047,11.4822987396893,11.1856692069641,10.8619731641818,11.0368810466455
"AKAP13",13.6438561897747,14.8822609290998,15.0428773795099,14.8042170437912,14.6409666048335,13.1288482107365,12.5012450609587,11.2797968991878,11.6999819530715,11.8053287353645
"EFEMP1",9.18472660379367,NA,8.95186459096564,9.50007303388933,8.09066859602722,10.0032256328191,9.8703647195834,9.45954432478484,9.83028265340995,9.17492568250068
"STX4",10.7903322042258,11.1861142395416,10.880174887062,10.8467353112723,10.7055702657992,11.0181996195077,11.1530389540997,11.1728712503954,11.4849487344682,10.9763596493187
"GRSF1",12.4970991092079,12.4645606987001,12.5525200511124,12.6257088430645,12.5754864992905,12.6250718165009,12.4069884763191,12.5029386848194,12.6815766410617,12.5162564528278
"AIMP1",12.437747975811,12.5117526537674,12.3501712336605,12.4333899482071,12.3733110733394,12.3825159066001,12.4249693125286,12.3676775653192,12.4225563045671,12.314684086299
"ILF2",12.5400692285851,12.509890815871,12.4096952245595,12.6354714693905,12.550552008405,12.5796412144957,12.5905332519179,12.5031637478704,12.4998749697306,12.5137423978092
"ILF3",11.1853795492989,10.9074690604457,11.0072165293387,10.8962188610075,10.9833926841199,10.8163197028385,11.1300234962119,11.0838791942989,10.8710889679649,11.2187993272643
"LMAN2",11.2977895557252,10.8363828907937,10.9136844487067,10.6851780556364,10.7976239570219,10.9095406152135,10.8969529472095,10.57293597966,10.6125046683057,10.7580375687692
"TRAP1",13.3261663424286,13.3481887022893,13.6196010021146,13.7527778010534,13.7206717868256,13.0361547199947,13.0851271802133,13.2371230026244,13.4292605826357,13.4246008812902
"ANK3",12.1685719002692,12.0728594370433,12.0791514054219,12.4705343821469,12.0650835629942,11.870613168367,12.1577056928141,12.1336427419922,11.8894925556565,12.0543578891451
"BNIP1",12.6413179708876,12.0687480536107,12.1109260293834,11.9897492754621,12.7100961016918,12.4456592317052,12.4531162717899,12.1575522079251,12.1552135304718,11.9213723569268
"BNIP3",11.2424754958993,11.035740739107,11.2010824542039,11.1119272742384,11.1427516575204,11.2877123795494,10.9783172031981,10.8951662714829,10.9872640120725,11.0998277521584
"HSPB3",13.5863230137496,13.3027103142936,13.5576551547254,13.3045915394403,13.331854661067,13.7300781617241,13.6096404744368,13.6445210288073,13.5730904179443,13.3440531058726
"ECH1",16.5200200276765,15.00579996351,16.5142209093581,16.8972574334289,16.7986742988268,15.5688065941271,14.2004910709433,15.4911390548642,15.8828851886574,16.0430454880932
"ARHGAP5",11.7648220613188,11.8877740532698,12.0761742567242,12.2368692676006,12.1320658919536,13.0938037989035,13.0107780907598,13.166630703868,13.3530753836687,13.2212668895914
"STRN3",11.3098514739919,11.3386361145694,11.3987615477697,11.2933685934669,11.3275526440812,11.388060350226,11.6393407086522,11.6735166744241,11.5092455231941,11.5766496756548
"FLII",12.6138766444528,12.6492370877061,12.7689493128143,12.8704841685546,12.7142455176661,12.7403425976992,12.9329926642644,13.1220967577763,13.0326105685562,12.8845139088248
"TRIM32",10.3766789132275,10.7253374337099,10.8947801792184,10.7699166446315,10.4246212965581,10.8512493202331,10.9261032271701,10.760204310127,10.8212324967021,10.7063640227697
"COASY",12.5410966153495,12.4528181829212,12.4023779082039,12.3731210159462,12.5251806492363,12.5876743960383,12.4982510009505,12.3977147369602,12.501910929651,12.5679883594831
"TRDN",13.5747834273158,13.6483991052359,13.5074001924005,13.5413930409058,13.7124227719861,14.2047545260312,14.045503720687,14.0699196241461,14.0919889245536,14.0667302631634
"GPS1",12.0049184082317,12.0073019885932,12.0801513096141,11.9168863062741,12.0119260663068,12.087136235944,11.9492155747883,12.0726434538169,12.1218944696627,11.8565312482792
