Genes,logFC,AveExpr,t,P.Value,adj.P.Val,B,xiao,signifficant,names
PI16,-0.42452110180233404,10.243582479920969,-0.883508618260099,0.39892233776181607,0.7548898534166798,-4.66414762897453,0.6769688489956318,not signifficant,
RAB9A,-0.27116164071681403,12.22843079808745,-0.8791292549742332,0.39912966763801994,0.7548898534166798,-4.685343421979428,0.7795382335206507,not signifficant,
H2AC8,0.4272048554858401,12.72023627231065,0.8783701751688491,0.399522821389902,0.7550165971572435,-4.685595681136487,0.6757353413576386,not signifficant,
GSTM1,0.5026050258579158,13.01446894752859,0.8775849811336606,0.39992978214608055,0.7551692052758373,-4.685856440791696,0.6308920149117895,not signifficant,
EHD1,-0.24848417664628464,10.720750050983137,-0.8764013013729202,0.40054381643034653,0.7557122534932781,-4.686249193805321,0.7966449734546348,not signifficant,
CAPG,-0.4217241579571862,9.9446708586066,-0.898189831807645,0.40145697883027587,0.7561340302111675,-4.626980483834118,0.6805264288548146,not signifficant,
NDUFA7,-0.569839873675761,12.684550768318896,-0.873054133693885,0.4022836812099947,0.7561340302111675,-4.687357577344477,0.5951779067789151,not signifficant,
TMX3,-0.5116202293804548,9.919639970912934,-0.8715546311718082,0.4030648124842917,0.7561340302111675,-4.687853053402717,0.6282056074149344,not signifficant,
ARL6IP5,0.48776679974115034,13.606259774181567,0.8710153923504468,0.40334597162336894,0.7561340302111675,-4.688031070290005,0.6421887382473015,not signifficant,
HIKESHI,-0.47474383836287615,9.059697974812677,-0.90584663751107,0.4034098607822809,0.7561340302111675,-4.625014227459937,0.649876128721855,not signifficant,
NUDC,-0.5087920236994048,9.812472341786089,-0.8706621892468845,0.4035302048714222,0.7561340302111675,-4.688147625378285,0.6301919871151013,not signifficant,
MRPS33,0.35646363839268247,11.59849943677004,0.8724896897496353,0.4046059309359442,0.7561340302111675,-4.667300125524109,0.7243046679842466,not signifficant,
ISCA2,-0.3712358677883749,11.751565333767365,-0.8684603576964106,0.40468000104357527,0.7561340302111675,-4.688873386607865,0.7147362130532637,not signifficant,
CAPN1,-0.23672751132034087,12.665497131133112,-0.8677579106280239,0.4050472920741195,0.7561340302111675,-4.689104623466201,0.8073945415044484,not signifficant,
TRIP10,-0.2589381836731217,10.56184989424665,-0.8677363653889845,0.4050585611290358,0.7561340302111675,-4.689111713582995,0.7913550462163684,not signifficant,
DNAJB4,-0.2795721102924311,13.7641181915323,-0.8667958645736681,0.4055506919783115,0.7561340302111675,-4.689421080034528,0.776998811566822,not signifficant,
