"","Genes","logFC","AveExpr","t","P.Value","adj.P.Val","B","xiao","signifficant","names"
"369","OXSR1",0.768034038168521,10.8218805389127,3.06660187358885,0.0123317958568962,0.0814099043560953,-2.83512308564827,0.0341856026947597,"Upregulated (π < 0.05)",""
"370","CAND2",-0.66001952257942,11.3718095045552,-3.0591866095295,0.0124863249938564,0.0819906423193611,-2.84703548943338,0.0554127490589618,"not signifficant",""
"371","COA6",-0.67394470498097,9.90125339665329,-3.05743794176016,0.0125230536745151,0.0819906423193611,-2.84984486753149,0.0522350350257186,"not signifficant",""
"372","STX7",0.87728329897732,7.72312092275872,3.05650689008226,0.0125426543430474,0.0819906423193611,-2.85134070790696,0.0214658864036908,"Upregulated (π < 0.05)",""
"373","PRDX4",-0.61027938467109,10.5741820954449,-3.05594984343914,0.0125543963814128,0.0819906423193611,-2.8522356764048,0.0691407829211733,"not signifficant",""
"374","RPS27",-0.885396482887094,9.48836561514076,-3.05304893214102,0.012615726834061,0.0821708838710497,-2.8568964873284,0.0208235326948668,"Downregulated (π < 0.05)",""
"375","COX20",-0.877890773678633,8.5198279314753,-3.12808046747711,0.0126800977923229,0.0823412019703865,-2.74969163249236,0.0216146811964346,"Downregulated (π < 0.05)",""
"376","PLIN2",-0.996306960888798,11.123007715253,-3.04758045129776,0.012732174332439,0.0823412019703865,-2.86568305709571,0.0129390158651117,"Downregulated (π < 0.05)",""
"377","COX5A",-1.13167507770151,15.3258278040913,-3.04598890305961,0.0127662711737939,0.0823412019703865,-2.86824042672735,0.00718918904497862,"Downregulated (π < 0.05)",""
"378","NDUFB3",-1.20058354350488,13.189246754311,-3.0454851401408,0.0127770830643703,0.0823412019703865,-2.86904990650267,0.00532859953236992,"Downregulated (π < 0.05)",""
"379","SDR39U1",-0.700629968123861,12.068546858122,-3.03933748324511,0.012909781853473,0.0829768564513463,-2.87892880117568,0.0474737099143009,"Downregulated (π < 0.05)",""
"380","STIM1",-1.38200319274857,11.5941689078362,-3.03583539821868,0.0129860038540572,0.0832471194433773,-2.88455677476636,0.00247068373224292,"Downregulated (π < 0.05)",""
"381","MRPS6",-0.83027397676862,8.72915070913167,-3.03364134307744,0.013033990942829,0.0833012902089676,-2.88808282138983,0.0272268769973602,"Downregulated (π < 0.05)",""
"382","DRG1",-0.638280796889772,9.53562951394804,-3.03135115702713,0.0130842737374917,0.0833012902089676,-2.89176345762512,0.0627996824412282,"not signifficant",""
"383","RBMX",0.931019156709572,11.7990213377228,3.03072726822354,0.0130980059951944,0.0833012902089676,-2.89276614777446,0.0176637113437213,"Upregulated (π < 0.05)",""
"384","ACTR2",0.820817792299563,11.5321758013113,3.02729552922146,0.0131738046545484,0.0833012902089676,-2.89828163546664,0.0286170929507678,"Upregulated (π < 0.05)",""
"385","GPT",-1.18339309948464,13.5176288067382,-3.02668188979207,0.0131874055654102,0.0833012902089676,-2.89926789871947,0.00596224148025394,"Downregulated (π < 0.05)",""
"386","THEM4",-0.946465062527443,9.74365002096636,-3.10271316213448,0.0131996297293356,0.0833012902089676,-2.78779966930154,0.0166409209665415,"Downregulated (π < 0.05)",""
"387","AKR7A2",-0.882168964287446,11.1360835923209,-3.02254397725806,0.0132794946626998,0.0835887571016453,-2.90591867325991,0.0220967809617558,"Downregulated (π < 0.05)",""
"388","ASAH1",0.754155285876616,12.6172865493361,3.02046995445439,0.0133258986588226,0.0836646627136386,-2.9092523147051,0.038523874336288,"Upregulated (π < 0.05)",""
"389","PRKAA2",-0.694522781462565,11.8498957802558,-3.01772429643689,0.0133875844379425,0.0838358758118972,-2.91366560642073,0.0499979292233918,"Downregulated (π < 0.05)",""
"390","COQ8A",-0.947698240520976,14.0934427138082,-3.01508739853945,0.0134471010558693,0.0839926619797373,-2.91790419492676,0.0168463058782656,"Downregulated (π < 0.05)",""
"391","OBSCN",-1.14132339868212,13.107412325561,-3.01243733832603,0.0135071867851044,0.0839996340331474,-2.92216405033369,0.0073513988227691,"Downregulated (π < 0.05)",""
"392","EMC2",-0.807214890555481,8.43741397783703,-3.01199764845306,0.0135171824880927,0.0839996340331474,-2.92287084287165,0.0309901365561637,"Downregulated (π < 0.05)",""
"393","SCN4A",-1.21566315856484,10.9602106788755,-3.00466430307808,0.0136850122681121,0.0848261829137938,-2.93465946288461,0.00542377846238627,"Downregulated (π < 0.05)",""
"394","CUL3",-0.892081038633931,11.0557881212292,-3.00219915806334,0.013741905256306,0.0849159395238576,-2.93862244178428,0.0218266452176447,"Downregulated (π < 0.05)",""
"395","SNRNP70",0.816743174648034,9.88099896750875,3.00101974100854,0.0137692102265697,0.0849159395238576,-2.94051850671954,0.0301971984758036,"Upregulated (π < 0.05)",""
"396","USP13",-1.50201645262298,8.58973606438699,-2.99770865845235,0.013846161945939,0.085174875000776,-2.94584159373895,0.00161527394981882,"Downregulated (π < 0.05)",""
"397","H3-3B",3.07857365196917,10.5865370050055,3.07080879453412,0.0138845262998809,0.0851957331650125,-2.83578948060531,1.91269219172862e-06,"Upregulated (π < 0.05)",""
"398","HDGF",1.00063650679725,13.433733553168,2.99116489929404,0.0139995352669643,0.0855336412636656,-2.95636210683972,0.0139615490892689,"Upregulated (π < 0.05)",""
"399","EEF1D",-0.659762837295519,12.4377215436346,-2.98874657752962,0.014056653432904,0.0855336412636656,-2.96025020598516,0.0599848161397086,"not signifficant",""
"400","AKR1C2",-1.49345140645963,9.05441167748198,-3.06166661551101,0.0140874897912074,0.0855336412636656,-2.9162166415648,0.00171938430370081,"Downregulated (π < 0.05)",""
"401","SGCA",-0.644827130030201,11.6653402175566,-2.98546115621612,0.0141346322828972,0.0855336412636656,-2.96553249759549,0.0641583626775072,"not signifficant",""
"402","PGLYRP2",1.08880000718426,9.21543736403436,3.0571555097676,0.0141887685706574,0.0855336412636656,-2.85634618765957,0.00972383053941232,"Upregulated (π < 0.05)",""
"403","RNASE3",1.18168409291407,9.94207331639878,2.98315011702972,0.0141897483277548,0.0855336412636656,-2.96924824444306,0.006549646959226,"Upregulated (π < 0.05)",""
"404","VDAC2",-1.30854560373819,14.6187073852197,-2.98274529762446,0.0141994253936073,0.0855336412636656,-2.96989912849146,0.00382086804505466,"Downregulated (π < 0.05)",""
"405","VWA1",-1.55665367016947,10.1694914409022,-3.0557492373246,0.0142204945450676,0.0855336412636656,-2.85846415007976,0.00133268616365265,"Downregulated (π < 0.05)",""
