Genes,logFC,AveExpr,t,P.Value,adj.P.Val,B,xiao,signifficant,names
ETFDH,-1.6012188151039428,12.898692432419136,-5.399530284950139,1.829347861819069e-4,0.012568695897674544,1.0925543791840004,1.0354246637925963e-6,Downregulated (FDR < 0.05),
NIPSNAP2,-1.5152316741167127,14.35521162268484,-5.31211519818741,2.1005246072879622e-4,0.013708941430299434,0.9597342578130981,2.675928811097601e-6,Downregulated (FDR < 0.05),
PRKAG3,-1.7516070715566858,10.263606621869123,-5.491113214448724,2.1901519908985517e-4,0.013708941430299434,0.975881824886498,3.889993056881184e-7,Downregulated (FDR < 0.05),
C12orf57,-1.769078932690432,10.799152175495086,-5.284500253210004,2.1947727862900782e-4,0.013708941430299434,0.9175259746418591,3.3699957979203994e-7,Downregulated (FDR < 0.05),
GMPPB,3.320848942730155,9.365642776203025,6.580918713350112,2.230050403901449e-4,0.013708941430299434,0.9463536333948088,7.469725853227108e-13,Upregulated (FDR < 0.05),
VDAC3,-1.859312707528895,12.100672731229382,-5.205987501067588,2.4879412999452447e-4,0.014637760139119273,0.7968710285116387,1.9894808024221507e-7,Downregulated (FDR < 0.05),
UQCRH,-1.9970262969306471,14.754290875108333,-5.186343599560716,2.5675726127461434e-4,0.014637760139119273,0.7665329417389692,6.756510911229721e-8,Downregulated (FDR < 0.05),
SCCPDH,-1.476320190198308,13.154367112657654,-5.155464243417802,2.6982297373772675e-4,0.014637760139119273,0.718721770867532,5.384306311795231e-6,Downregulated (FDR < 0.05),
UQCRC1,-1.8738656105441507,16.06661867120734,-5.146439819662215,2.7377241246242634e-4,0.014637760139119273,0.7047211857875748,2.1093422086363827e-7,Downregulated (FDR < 0.05),
NDUFS3,-2.289103776656926,13.296764214786718,-5.118953694254328,2.861813451938157e-4,0.014637760139119273,0.6620014347732974,7.742554397014024e-9,Downregulated (FDR < 0.05),
AFG3L2,-1.7356926136919206,12.150312011441821,-5.115916901514457,2.875882641461635e-4,0.014637760139119273,0.6572744149813001,7.136992790895782e-7,Downregulated (FDR < 0.05),
PDHA1,-1.4901511228138489,13.497223048034277,-5.11469706568173,2.8815545358394217e-4,0.014637760139119273,0.6553752394952204,5.300403907690115e-6,Downregulated (FDR < 0.05),
S100A11,1.531660839987623,12.701105486032427,5.114507795755273,2.8824356438334186e-4,0.014637760139119273,0.6550805425842912,3.7805278799406945e-6,Upregulated (FDR < 0.05),S100A11
SDHA,-1.5252072468371587,12.810480300358334,-5.060146931481321,3.1476405078402226e-4,0.014855350670623114,0.5702118526361613,4.5572361656576075e-06,Downregulated (FDR < 0.05),
NNT,-1.6984697262998072,13.635077008885055,-5.060018062835594,3.1482988992429797e-4,0.014855350670623114,0.5700101235708015,1.1274259585392092e-6,Downregulated (FDR < 0.05),
LACTB,-1.4445594895588503,11.551872190341797,-5.047055886412438,3.2152695093917315e-4,0.014855350670623114,0.5497063595059286,9.004668398523041e-6,Downregulated (FDR < 0.05),
NDUFB6,-1.6595257705973694,11.291926891554281,-5.044137097107474,3.230555704422942e-4,0.014855350670623114,0.5451308713661245,1.6108518928937473e-6,Downregulated (FDR < 0.05),
APOO,-2.164934652055349,11.645595229454917,-5.041724500694535,3.243248648124053e-4,0.014855350670623114,0.5413479089202129,2.795762222902305e-8,Downregulated (FDR < 0.05),
ACSL1,-1.9044622388447845,14.89346750459258,-4.963974516874916,3.681728813366507e-4,0.0160743816933026,0.4189619997675562,2.8851959638324e-7,Downregulated (FDR < 0.05),
COX7A1,-2.3282581914409253,13.340842432086191,-4.953478497017518,3.7455391584053206e-4,0.0160743816933026,0.40237020526041256,1.0525838409505431e-8,Downregulated (FDR < 0.05),
DLAT,-1.5150594772956936,13.982248514604807,-4.949511590456973,3.76995788543502e-4,0.0160743816933026,0.3960951196508935,6.500491058729779e-6,Downregulated (FDR < 0.05),
NDUFV2,-1.6912388540997032,13.823441132157686,-4.947140047652468,3.784636100734773e-4,0.0160743816933026,0.3923425437143919,1.6316291173460268e-6,Downregulated (FDR < 0.05),
ALDH5A1,-1.490949234189868,12.705533086643685,-4.915786116583351,3.9844465260943776e-4,0.016620834080279406,0.3426507659548417,8.537314434961534e-6,Downregulated (FDR < 0.05),
FHOD1,-1.6544718832150842,12.034189224326472,-4.840981033774718,4.5072894077483836e-4,0.018419138868040353,0.223502699416545,2.9106982452845063e-6,Downregulated (FDR < 0.05),
ACTC1,-3.5754681699209225,14.16204204200246,-4.832198124295391,4.573245095660704e-4,0.018419138868040353,0.20945911628799596,1.1448245234964812e-12,Downregulated (FDR < 0.05),
ANP32A,1.3642144099834628,14.688185363356023,4.8143995910180974,4.710031739902737e-4,0.018648532448157278,0.18096506721691608,2.8926185858872862e-5,Upregulated (FDR < 0.05),
BAG2,-1.3398781679817358,11.787910434874274,-4.78634701049828,4.934412439945821e-4,0.019196851388484173,0.13596090472746258,3.709696400676182e-5,Downregulated (FDR < 0.05),
ANXA1,1.7832654737646827,13.169103774006905,4.766824049237676,5.097170426370414e-4,0.019196851388484173,0.10457293735597872,1.343673540210625e-6,Upregulated (FDR < 0.05),
TJP1,-2.2860150047719054,7.821320687969683,-5.127719697816812,5.152983608478738e-4,0.019196851388484173,0.21991870297011573,3.045909481448269e-8,Downregulated (FDR < 0.05),
PPP1R3A,-1.3648768689261548,12.68336660156611,-4.73732847314142,5.353834796050067e-4,0.019196851388484173,0.05704678015568554,3.4279184501989175e-5,Downregulated (FDR < 0.05),
NDUFA4,-2.5777465164296576,16.394159252039938,-4.733027966192174,5.392374675922256e-4,0.019196851388484173,0.05010689653641531,3.761468558120542e-9,Downregulated (FDR < 0.05),
MYL4,-3.643612315188271,11.667613314494728,-4.882430880116354,5.473487488484179e-4,0.019196851388484173,0.11185634503549924,1.3046650067753416e-12,Downregulated (FDR < 0.05),MYL4
PHKB,-1.9542554817405584,13.045173417530904,-4.723207329720461,5.481479321289877e-4,0.019196851388484173,0.03424901006295045,4.236167365763075e-7,Downregulated (FDR < 0.05),
NDUFA11,-2.103959797159302,11.641699824423974,-4.720539999940042,5.505946245840923e-4,0.019196851388484173,0.029939544139632623,1.3894454040718393e-7,Downregulated (FDR < 0.05),
PPIA,1.9055605991933753,16.912264218662106,4.710083061016746,5.6029758507165e-4,0.019228839039042347,0.013034977988585439,6.366707327057414e-7,Upregulated (FDR < 0.05),PPIA
SERPING1,1.425257695548341,12.703019126036565,4.701942607370802,5.679751257251378e-4,0.019228839039042347,-1.3561351129354193e-4,2.366371253524656e-5,Upregulated (FDR < 0.05),
PDHB,-1.581910805700602,16.11972966151045,-4.673628167931069,5.95549639085174e-4,0.01963633310931131,-0.04601960282205564,7.91057187400634e-6,Downregulated (FDR < 0.05),
AGL,-1.5246194371000374,15.283434794795285,-4.669020751254413,6.00167756270344e-4,0.01963633310931131,-0.053496759449132014,1.2248752958124807e-5,Downregulated (FDR < 0.05),
RYR1,-1.3913775363904612,13.396767503810203,-4.656535239024472,6.128718690400545e-4,0.01963633310931131,-0.0737739867762448,3.3885847389289135e-5,Downregulated (FDR < 0.05),
TIMM8A,-2.004867789281464,11.159144285848084,-4.637603709190852,6.326749986912342e-4,0.01963633310931131,-0.10456183809846653,3.8618034596849415e-7,Downregulated (FDR < 0.05),
NDUFA9,-1.620929999788288,11.982010308677127,-4.635588573018851,6.348220302453878e-4,0.01963633310931131,-0.10784196559145798,6.5663297776241295e-6,Downregulated (FDR < 0.05),
CAMK2G,-1.460560420982599,12.202865496698768,-4.632836779903186,6.377662678096988e-4,0.01963633310931131,-0.11232210172686852,2.1528566914928828e-5,Downregulated (FDR < 0.05),
L2HGDH,-1.8352920867042446,10.568272139506707,-4.631824157997077,6.388533032138953e-4,0.01963633310931131,-0.11397099696176483,1.370812325295902e-6,Downregulated (FDR < 0.05),
ATP5F1D,-1.5561495267016507,11.783883652993,-4.612981915101305,6.594380673100413e-4,0.019910355420902956,-0.14467876084535103,1.1224296937099993e-5,Downregulated (FDR < 0.05),
ANXA5,1.7360435453511727,15.605190278325816,4.608161581085989,6.648149498417939e-4,0.019910355420902956,-0.15254255285342655,3.0483876409114654e-6,Upregulated (FDR < 0.05),ANXA5
MAPRE1,1.2521838550678854,12.77342749647407,4.59622211075751,6.783315126074868e-4,0.020058005233558093,-0.17203425228211433,1.0774145097257521e-4,Upregulated (FDR < 0.05),
NDUFA5,-1.536727542326945,12.980709825394792,-4.582121934049642,6.946654876728162e-4,0.02009730656435928,-0.1950788171046618,1.4017474296320477e-5,Downregulated (FDR < 0.05),
SYNPO,-1.403413411498665,13.379451088610274,-4.575881152998978,7.020258772271636e-4,0.02009730656435928,-0.20528717034201271,3.750849810261952e-5,Downregulated (FDR < 0.05),
MT-CO2,-3.2657858420230017,15.258271006687446,-4.572565782401129,7.059691814112096e-4,0.02009730656435928,-0.21071246599872673,5.114569602419187e-11,Downregulated (FDR < 0.05),MT-CO2
PHKA1,-1.5031160663056955,12.388645555665772,-4.56462284701299,7.155110850422862e-4,0.02009730656435928,-0.22371648409515998,1.8712134295607698e-5,Downregulated (FDR < 0.05),
TNNC1,1.7916678409519111,14.83754155197232,4.544594472530633,7.401752289565935e-4,0.02009730656435928,-0.2565448994359363,2.4597297084922758e-6,Upregulated (FDR < 0.05),
NDUFA8,-2.491388170492085,14.220037783249108,-4.543782496143724,7.411937104738288e-4,0.02009730656435928,-0.2578769609543805,1.5914204253474757e-8,Downregulated (FDR < 0.05),
OPA1,-1.288619929742202,11.524373310178177,-4.540374243309233,7.454847792171895e-4,0.02009730656435928,-0.263469238483542,9.327436076861545e-5,Downregulated (FDR < 0.05),
IDH2,-1.267159902824627,16.308208773249355,-4.531755737268276,7.564519975308625e-4,0.02009730656435928,-0.277617568435657,1.1089626242866919e-4,Downregulated (FDR < 0.05),
GRSF1,-1.8711773605639976,10.67972009900216,-4.531258150680204,7.570903157806578e-4,0.02009730656435928,-0.2784347253946322,1.4465445511589495e-6,Downregulated (FDR < 0.05),
MICOS13,-2.0917761334626928,14.127148981834617,-4.513414543341969,7.803568576663768e-4,0.020175337838467134,-0.3077603639303117,3.157716912413799e-7,Downregulated (FDR < 0.05),
TMED9,1.9856360290673454,9.000541564664317,4.830477746677889,7.879562412105562e-4,0.020175337838467134,-0.18596787092517442,6.879909940355557e-7,Upregulated (FDR < 0.05),
IGHM,1.3576103852277441,10.172967644524755,4.506780684653816,7.891964028288122e-4,0.020175337838467134,-0.31867394071830546,6.13177576109318e-5,Upregulated (FDR < 0.05),
HPRT1,1.5912245946942694,12.028019506846986,4.502780850818495,7.945766614464796e-4,0.020175337838467134,-0.3252570567219868,1.1679381702933963e-5,Upregulated (FDR < 0.05),
ISCA2,-1.2857849323087702,11.84886139772301,-4.490818845613049,8.108969663701097e-4,0.02036833670366211,-0.34495749185512725,1.0607050598400366e-4,Downregulated (FDR < 0.05),
PTMS,1.8154300476805592,12.681082562283528,4.476888439252494,8.303453118124425e-4,0.02041884822714058,-0.36792381340277647,2.5534640259356843e-6,Upregulated (FDR < 0.05),
TIMM13,-1.3115362001022355,14.057793525455716,-4.470938026241818,8.388007023024871e-4,0.02041884822714058,-0.37774181390701145,9.231390725740552e-5,Downregulated (FDR < 0.05),
COX7A2,-1.9304156843822682,11.111560971023499,-4.470707030967766,8.391307490605718e-4,0.02041884822714058,-0.3781230438394614,1.1526898813665097e-6,Downregulated (FDR < 0.05),
APOC3,1.359851131053519,9.172659079599542,4.574232076358859,8.879749247493158e-4,0.02130057070113509,-0.34834623574320833,7.084011265289413e-5,Upregulated (FDR < 0.05),
TF,1.4458148204662322,17.05816807871737,4.433828378079379,8.936027092085782e-4,0.02130057070113509,-0.43907714206090187,3.907684561623706e-5,Upregulated (FDR < 0.05),
IMMT,-1.9058501843383375,14.244137548306982,-4.406122380767241,9.369477854461573e-4,0.021978628843240144,-0.4849874834023069,1.6925566598099807e-6,Downregulated (FDR < 0.05),
NDUFB8,-1.5810248582989637,12.987436911837262,-4.399140262893936,9.482135024284149e-4,0.021978628843240144,-0.4965729225715352,1.661167596490435e-5,Downregulated (FDR < 0.05),
JSRP1,-1.47014069416735,13.04513250519316,-4.397872221423782,9.502746203626946e-4,0.021978628843240144,-0.49867766009412584,3.60589455462174e-5,Downregulated (FDR < 0.05),
PROB1,-1.4341813380601014,13.019220175356576,-4.388434793556419,9.657621594055146e-4,0.021979028254745892,-0.5143487132256119,4.739768029488962e-5,Downregulated (FDR < 0.05),
ANXA2,1.2443175300038813,15.417542824638732,4.386415795992335,9.691095506159362e-4,0.021979028254745892,-0.5177027867269821,1.778651806150676e-4,Upregulated (FDR < 0.05),
LRPPRC,-1.2731156316545675,13.257685129850504,-4.370143597860594,9.965338456252287e-4,0.022383683301735905,-0.5447541098455888,1.509153150280828e-4,Downregulated (FDR < 0.05),
ATP5PD,-2.1191552388991877,16.343029522176234,-4.320661722056373,0.0010850109150139882,0.024138909499739774,-0.6272198801165079,5.219448984096302e-7,Downregulated (FDR < 0.05),
ATP5PO,-1.3979633991005969,15.541416928567527,-4.296866552513137,0.0011304369602629378,0.02491227112428512,-0.6669853120375562,7.595323029104216e-5,Downregulated (FDR < 0.05),
NDUFA2,-1.7217847509967328,13.314156646454242,-4.284677792418197,0.0011544688808385836,0.025204105660176924,-0.6873815990860903,8.750936265013783e-6,Downregulated (FDR < 0.05),
PRR33,-1.6013880334552013,13.074691046368258,-4.266434042190821,0.0011914378151259126,0.025756735053249515,-0.7179439404456147,2.0780485859434757e-5,Downregulated (FDR < 0.05),
AK2,-1.2986150213284677,14.859233561487732,-4.257503577854124,0.0012099816767240964,0.025756735053249515,-0.7329191374501232,1.6279937036690358e-4,Downregulated (FDR < 0.05),
CISD1,-2.187250336128889,12.901156644519066,-4.256130221888213,0.0012128599554184275,0.025756735053249515,-0.7352229238670178,4.183732223268119e-7,Downregulated (FDR < 0.05),
TIMM44,-1.1789093961625081,11.60360651252088,-4.2150456912128504,0.0013023429048794114,0.02740786509728203,-0.8042456749356228,3.9675517734541363e-4,Downregulated (FDR < 0.05),
CYC1,-2.319558185882933,15.763398682530035,-4.201941959905028,0.001332306289973013,0.027758832893185086,-0.8263020658821603,2.139694902597114e-7,Downregulated (FDR < 0.05),
NDUFB10,-1.9345850152422877,12.72863278488395,-4.189545125516506,0.0013613133829482656,0.027758832893185086,-0.8471870027651534,2.853634286230391e-6,Downregulated (FDR < 0.05),
COX4I1,-2.12488614412419,13.76059127156731,-4.188561371069341,0.0013636431892614092,0.027758832893185086,-0.8488450953566167,8.157654731706109e-7,Downregulated (FDR < 0.05),
NDUFAF5,-1.377690927857465,10.214227312490392,-4.187335527001496,0.0013665521330121083,0.027758832893185086,-0.8509113801056696,1.1318221991497622e-4,Downregulated (FDR < 0.05),
AKR1C2,-2.920361719602396,8.94612611098747,-5.279684208473039,0.0014173523834140795,0.028389849838998185,-0.6938755046081395,4.800482841156143e-9,Downregulated (FDR < 0.05),
UQCRB,-1.8726063575312963,13.193506473688245,-4.1602038145922675,0.0014326142348747492,0.028389849838998185,-0.8966887887648438,4.726607897195835e-6,Downregulated (FDR < 0.05),
COX5A,-1.5173642951187674,15.355387053911192,-4.158522052733611,0.0014368167800438401,0.028389849838998185,-0.8995290689598736,4.861187425388383e-5,Downregulated (FDR < 0.05),
SERPINA1,1.6150965509423578,17.06938948733881,4.154773762072211,0.001446229508065404,0.028389849838998185,-0.9058606038347978,2.5912476779825986e-5,Upregulated (FDR < 0.05),
NDUFS7,-2.038046266285221,13.548509098208442,-4.136290694673503,0.0014935898324325257,0.029075215404686498,-0.9371049621344527,1.7416173818240064e-6,Downregulated (FDR < 0.05),
EEF1B2,-1.1526753214117242,10.860826474533,-4.127932073719235,0.001515533814319918,0.02925857016736635,-0.9512471888816298,5.624806440244439e-4,Downregulated (FDR < 0.05),
ACAD8,-1.0503581517043816,10.691353291047212,-4.1177606705187255,0.0015426891622720609,0.0292831657872375,-0.9684669771087258,0.0011134874514425288,Downregulated (FDR < 0.05),
LRPAP1,-1.570774591008373,9.301752983938425,-4.11651630237721,0.0015460458495834357,0.0292831657872375,-0.9705744281772759,3.84504933579622e-5,Downregulated (FDR < 0.05),
MRPL19,-1.2557926868763207,11.946157548657846,-4.113426058957759,0.001554414622267744,0.0292831657872375,-0.975808774739841,2.972967882825537e-4,Downregulated (FDR < 0.05),
DBT,-1.1063497804796683,11.932587107173545,-4.088867563852397,0.0016226165583065517,0.030323458241632836,-1.0174437994797696,8.194509768039466e-4,Downregulated (FDR < 0.05),
CLPB,-1.730386175397232,12.028755042673435,-4.068282164506963,0.0016821742912153292,0.031186977335547695,-1.0523932728388,1.5837459402999526e-5,Downregulated (FDR < 0.05),
OCIAD1,-1.5248552417409158,13.858214790388292,-4.039583219407052,0.0017690136281222476,0.0325387073645163,-1.1011927570832203,6.356066920422343e-5,Downregulated (FDR < 0.05),
TBCD,-1.4570562189986322,12.222330478479535,-4.024928491434325,0.0018151363712753323,0.03285574424274642,-1.1261446800880286,1.014090441524276e-4,Downregulated (FDR < 0.05),
CNDP2,1.076161489199583,12.62439064918867,4.024132382307381,0.0018176773643767434,0.03285574424274642,-1.1275008117511343,0.0011240807673502428,Upregulated (FDR < 0.05),
OGDH,-1.4024851598884638,15.183463763937494,-4.020771662514872,0.0018284446710432512,0.03285574424274642,-1.1332263440513115,1.4458072156436636e-4,Downregulated (FDR < 0.05),
STARD5,2.4391523366707144,8.707095934730898,4.437330300030766,0.001847599400200826,0.032946505334878855,-0.9173778410257469,2.151989059218143e-7,Upregulated (FDR < 0.05),
MRPL40,-1.116723892175436,10.668141917457003,-3.995674917518784,0.0019109692843661521,0.03335754081972356,-1.1760190296909965,9.202610847951529e-4,Downregulated (FDR < 0.05),
BABAM1,-1.072043070974253,9.12612837225635,-3.9943842273762153,0.0019153162893171599,0.03335754081972356,-1.1782215135027432,0.0012202386081123706,Downregulated (FDR < 0.05),
RPN1,-1.3636619966931551,13.590487781580197,-3.9837600028198463,0.0019514896083028435,0.03335754081972356,-1.1963574139382773,2.018252135243999e-4,Downregulated (FDR < 0.05),
UQCC2,-1.4238291713621578,11.298897680171747,-3.9827904479670733,0.001954825767190204,0.03335754081972356,-1.1980130341790476,1.3899546366318239e-4,Downregulated (FDR < 0.05),
HDGF,1.407425303954712,13.311095209133065,3.97953373286403,0.0019660751369610405,0.03335754081972356,-1.2035749095141632,1.552187972152072e-4,Upregulated (FDR < 0.05),
DPYSL2,1.2859714205083908,11.054566316656187,3.9776482899529295,0.001972618450344826,0.03335754081972356,-1.2067953805379155,3.3227886714990996e-4,Upregulated (FDR < 0.05),
HMGCS2,1.7946645394227048,11.125512203881488,3.9687280324628844,0.002003882571719906,0.03335754081972356,-1.2220365532373512,1.438023014812901e-5,Upregulated (FDR < 0.05),
G3BP1,-1.1912325702781814,10.618212560497822,-3.9605203949567827,0.0020331020171572723,0.03335754081972356,-1.2360670091943025,6.214290205086582e-4,Downregulated (FDR < 0.05),
HINT3,-1.4660196677481014,11.296831107504708,-3.9598980016336247,0.0020353356601275625,0.03335754081972356,-1.237131219626372,1.1334634077362226e-4,Downregulated (FDR < 0.05),
GADD45GIP1,-1.2820510316626734,10.503763813305783,-3.959786150520039,0.002035737340038374,0.03335754081972356,-1.2373224742457722,3.5452260653648664e-4,Downregulated (FDR < 0.05),
FABP4,1.6835619942170315,15.310490881360844,3.9585415471484717,0.0020402124989438524,0.03335754081972356,-1.2394507077398371,2.9557776289724737e-5,Upregulated (FDR < 0.05),
RTN2,-2.2860644038969795,15.583242654303602,-3.957965758719927,0.002042286274877368,0.03335754081972356,-1.2404353389619622,7.091748922457571e-7,Downregulated (FDR < 0.05),
DHRS7,-1.4074394450976229,12.20911773077606,-3.954072136787395,0.002056367001881479,0.03335754081972356,-1.247094496153597,1.6533006493678419e-4,Downregulated (FDR < 0.05),
LNPK,-1.369201225278113,11.603989302651714,-3.9501734909802275,0.002070566532046197,0.03335754081972356,-1.2537637088537323,2.114394548183925e-4,Downregulated (FDR < 0.05),
GPD2,-1.4169703822941777,13.412226936804958,-3.9368810675938377,0.0021197467598482412,0.03391594815757186,-1.2765133056767173,1.627135008197008e-4,Downregulated (FDR < 0.05),
MICOS10,-1.638210087257498,10.940339243319142,-3.932720463791045,0.00213538742637455,0.03393377570075475,-1.28363750820714,4.2181474881920904e-5,Downregulated (FDR < 0.05),
NDUFA10,-1.4701156414906293,13.900396538851316,-3.9174381161698077,0.0021938686598098607,0.03450944564598532,-1.309819437962684,1.2338778018979068e-4,Downregulated (FDR < 0.05),
CASQ1,-1.4131158887925963,18.64233497785759,-3.915562581592449,0.0022011589902619063,0.03450944564598532,-1.3130341311897276,1.7573509054432114e-4,Downregulated (FDR < 0.05),
ATAD1,-1.62568035587476,11.346665442532997,-3.9113931023539155,0.0022174558731349195,0.034533179464287814,-1.3201818458932557,4.844049690067533e-5,Downregulated (FDR < 0.05),
CARD19,-1.6944345244300703,7.961003738361292,-3.9899758666020833,0.0023024921169565596,0.03556914073451004,-1.2591814696937869,3.391700380313018e-5,Downregulated (FDR < 0.05),
S100A7,1.1980189060692403,13.053206596937274,3.8872193078476225,0.0023144303902592153,0.03556914073451004,-1.3616542439148578,6.959118499652654e-4,Upregulated (FDR < 0.05),
TAGLN,2.1984952347581252,12.501639055356401,3.8761304959301115,0.0023603692152348184,0.03603805546920612,-1.3806958015765378,1.6769067790072613e-6,Upregulated (FDR < 0.05),
HARS2,-1.0012016035472797,10.022935265005037,-3.843357674246761,0.002501722621436385,0.03776138729532184,-1.4370361664003246,0.0024837785406985964,Downregulated (FDR < 0.05),
NDUFB1,-1.6345523134449316,12.477069943047871,-3.840495378419364,0.0025144757988734053,0.03776138729532184,-1.4419612042905454,5.6350189626025766e-5,Downregulated (FDR < 0.05),
